cellI,x,y,z,S,Ux,Uy,Uz
53245,0.5322972972,0.09,0.00065,1.68983269e-06,0,0,0
53246,0.5335971686,0.09,0.00065,1.68983269e-06,0,0,0
53247,0.5348970398,0.09,0.00065,1.68983269e-06,0,0,0
53248,0.5361969112,0.09,0.00065,1.68983269e-06,0,0,0
53249,0.5374967825,0.09,0.00065,1.68983269e-06,0,0,0
53250,0.5387966537,0.09,0.00065,1.68983269e-06,0,0,0
53251,0.540096525,0.09,0.00065,1.68983269e-06,0,0,0
53252,0.5413963963,0.09,0.00065,1.68983269e-06,0,0,0
53253,0.5426962677,0.09,0.00065,1.68983269e-06,0,0,0
53254,0.5439961389,0.09,0.00065,1.68983269e-06,0,0,0
53255,0.5452960102,0.09,0.00065,1.68983269e-06,0,0,0
53256,0.5465958816,0.09,0.00065,1.68983269e-06,0,0,0
53257,0.5478957528,0.09,0.00065,1.68983269e-06,0,0,0
53258,0.5491956242,0.09,0.00065,1.68983269e-06,0,0,0
53259,0.5504954954,0.09,0.00065,1.68983269e-06,0,0,0
53260,0.5517953667,0.09,0.00065,1.68983269e-06,0,0,0
53261,0.553095238,0.09,0.00065,1.68983269e-06,0,0,0
53262,0.5543951093,0.09,0.00065,1.68983269e-06,0,0,0
53263,0.5556949807,0.09,0.00065,1.68983269e-06,0,0,0
53264,0.556994852,0.09,0.00065,1.68983269e-06,0,0,0
53265,0.5582947232,0.09,0.00065,1.68983269e-06,0,0,0
53266,0.5595945946,0.09,0.00065,1.68983269e-06,0,0,0
53267,0.5608944658,0.09,0.00065,1.68983269e-06,0,0,0
53268,0.5621943372,0.09,0.00065,1.68983269e-06,0,0,0
53269,0.5634942084,0.09,0.00065,1.68983269e-06,0,0,0
53270,0.5647940797,0.09,0.00065,1.68983269e-06,0,0,0
53271,0.5660939511,0.09,0.00065,1.68983269e-06,0,0,0
53272,0.5673938223,0.09,0.00065,1.68983269e-06,0,0,0
53273,0.5686936936,0.09,0.00065,1.68983269e-06,0,0,0
53274,0.569993565,0.09,0.00065,1.68983269e-06,0,0,0
53275,0.5712934362,0.09,0.00065,1.68983269e-06,0,0,0
53276,0.5725933075,0.09,0.00065,1.68983269e-06,0,0,0
53277,0.5738931788,0.09,0.00065,1.68983269e-06,0,0,0
53278,0.5751930501,0.09,0.00065,1.68983269e-06,0,0,0
53279,0.5764929214,0.09,0.00065,1.68983269e-06,0,0,0
53280,0.5777927927,0.09,0.00065,1.68983269e-06,0,0,0
53281,0.5790926641,0.09,0.00065,1.68983269e-06,0,0,0
53282,0.5803925353,0.09,0.00065,1.68983269e-06,0,0,0
53283,0.5816924066,0.09,0.00065,1.68983269e-06,0,0,0
53284,0.5829922779,0.09,0.00065,1.68983269e-06,0,0,0
53285,0.5842921492,0.09,0.00065,1.68983269e-06,0,0,0
53286,0.5855920205,0.09,0.00065,1.68983269e-06,0,0,0
53287,0.5868918918,0.09,0.00065,1.68983269e-06,0,0,0
53288,0.5881917631,0.09,0.00065,1.68983269e-06,0,0,0
53289,0.5894916344,0.09,0.00065,1.68983269e-06,0,0,0
53290,0.5907915057,0.09,0.00065,1.68983269e-06,0,0,0
53291,0.5920913771,0.09,0.00065,1.68983269e-06,0,0,0
53292,0.5933912484,0.09,0.00065,1.68983269e-06,0,0,0
53293,0.5946911196,0.09,0.00065,1.68983269e-06,0,0,0
53294,0.5959909909,0.09,0.00065,1.68983269e-06,0,0,0
53295,0.5972908622,0.09,0.00065,1.68983269e-06,0,0,0
53296,0.5985907336,0.09,0.00065,1.68983269e-06,0,0,0
53297,0.5998906049,0.09,0.00065,1.68983269e-06,0,0,0
53298,0.6011904761,0.09,0.00065,1.68983269e-06,0,0,0
53299,0.6024903475,0.09,0.00065,1.68983269e-06,0,0,0
53300,0.6037902187,0.09,0.00065,1.68983269e-06,0,0,0
53301,0.60509009,0.09,0.00065,1.68983269e-06,0,0,0
53302,0.6063899613,0.09,0.00065,1.68983269e-06,0,0,0
53303,0.6076898326,0.09,0.00065,1.68983269e-06,0,0,0
53304,0.6089897039,0.09,0.00065,1.68983269e-06,0,0,0
53305,0.6102895752,0.09,0.00065,1.68983269e-06,0,0,0
53306,0.6115894465,0.09,0.00065,1.68983269e-06,0,0,0
53307,0.6128893178,0.09,0.00065,1.68983269e-06,0,0,0
53308,0.6141891891,0.09,0.00065,1.68983269e-06,0,0,0
53309,0.6154890604,0.09,0.00065,1.68983269e-06,0,0,0
53310,0.6167889317,0.09,0.00065,1.68983269e-06,0,0,0
53311,0.618088803,0.09,0.00065,1.68983269e-06,0,0,0
53312,0.6193886743,0.09,0.00065,1.68983269e-06,0,0,0
53313,0.6206885456,0.09,0.00065,1.68983269e-06,0,0,0
53314,0.621988417,0.09,0.00065,1.68983269e-06,0,0,0
53315,0.6232882882,0.09,0.00065,1.68983269e-06,0,0,0
53316,0.6245881595,0.09,0.00065,1.68983269e-06,0,0,0
53317,0.6258880308,0.09,0.00065,1.68983269e-06,0,0,0
53318,0.6271879021,0.09,0.00065,1.68983269e-06,0,0,0
53319,0.6284877734,0.09,0.00065,1.68983269e-06,0,0,0
53320,0.6297876447,0.09,0.00065,1.68983269e-06,0,0,0
53321,0.631087516,0.09,0.00065,1.68983269e-06,0,0,0
53322,0.6323873873,0.09,0.00065,1.68983269e-06,0,0,0
53323,0.6336872586,0.09,0.00065,1.68983269e-06,0,0,0
53324,0.6349871299,0.09,0.00065,1.68983269e-06,0,0,0
53325,0.6362870012,0.09,0.00065,1.68983269e-06,0,0,0
53326,0.6375868726,0.09,0.00065,1.68983269e-06,0,0,0
53327,0.6388867438,0.09,0.00065,1.68983269e-06,0,0,0
53328,0.6401866151,0.09,0.00065,1.68983269e-06,0,0,0
53329,0.6414864865,0.09,0.00065,1.68983269e-06,0,0,0
53330,0.6427863578,0.09,0.00065,1.68983269e-06,0,0,0
53331,0.6440862291,0.09,0.00065,1.68983269e-06,0,0,0
53332,0.6453861003,0.09,0.00065,1.68983269e-06,0,0,0
53333,0.6466859716,0.09,0.00065,1.68983269e-06,0,0,0
53334,0.647985843,0.09,0.00065,1.68983269e-06,0,0,0
53335,0.6492857142,0.09,0.00065,1.68983269e-06,0,0,0
53336,0.6505855855,0.09,0.00065,1.68983269e-06,0,0,0
53337,0.6518854568,0.09,0.00065,1.68983269e-06,0,0,0
53338,0.6531853281,0.09,0.00065,1.68983269e-06,0,0,0
53339,0.6544851994,0.09,0.00065,1.68983269e-06,0,0,0
53340,0.6557850707,0.09,0.00065,1.68983269e-06,0,0,0
53341,0.657084942,0.09,0.00065,1.68983269e-06,0,0,0
53342,0.6583848133,0.09,0.00065,1.68983269e-06,0,0,0
53343,0.6596846846,0.09,0.00065,1.68983269e-06,0,0,0
53344,0.660984556,0.09,0.00065,1.68983269e-06,0,0,0
53345,0.6622844272,0.09,0.00065,1.68983269e-06,0,0,0
53346,0.6635842985,0.09,0.00065,1.68983269e-06,0,0,0
53347,0.6648841698,0.09,0.00065,1.68983269e-06,0,0,0
53348,0.6661840411,0.09,0.00065,1.68983269e-06,0,0,0
53349,0.6674839124,0.09,0.00065,1.68983269e-06,0,0,0
53350,0.6687837837,0.09,0.00065,1.68983269e-06,0,0,0
53351,0.670083655,0.09,0.00065,1.68983269e-06,0,0,0
53352,0.6713835264,0.09,0.00065,1.68983269e-06,0,0,0
53353,0.6726833976,0.09,0.00065,1.68983269e-06,0,0,0
53354,0.6739832689,0.09,0.00065,1.68983269e-06,0,0,0
53355,0.6752831402,0.09,0.00065,1.68983269e-06,0,0,0
53356,0.6765830116,0.09,0.00065,1.68983269e-06,0,0,0
53357,0.6778828828,0.09,0.00065,1.68983269e-06,0,0,0
53358,0.6791827541,0.09,0.00065,1.68983269e-06,0,0,0
53359,0.6804826254,0.09,0.00065,1.68983269e-06,0,0,0
53360,0.6817824967,0.09,0.00065,1.68983269e-06,0,0,0
53361,0.683082368,0.09,0.00065,1.68983269e-06,0,0,0
53362,0.6843822393,0.09,0.00065,1.68983269e-06,0,0,0
53363,0.6856821107,0.09,0.00065,1.68983269e-06,0,0,0
53364,0.6869819819,0.09,0.00065,1.68983269e-06,0,0,0
53365,0.6882818532,0.09,0.00065,1.68983269e-06,0,0,0
53366,0.6895817245,0.09,0.00065,1.68983269e-06,0,0,0
53367,0.6908815959,0.09,0.00065,1.68983269e-06,0,0,0
53368,0.6921814671,0.09,0.00065,1.68983269e-06,0,0,0
53369,0.6934813385,0.09,0.00065,1.68983269e-06,0,0,0
53370,0.6947812097,0.09,0.00065,1.68983269e-06,0,0,0
53371,0.696081081,0.09,0.00065,1.68983269e-06,0,0,0
53372,0.6973809523,0.09,0.00065,1.68983269e-06,0,0,0
53373,0.6986808236,0.09,0.00065,1.68983269e-06,0,0,0
53374,0.6999806949,0.09,0.00065,1.68983269e-06,0,0,0
53375,0.7012805662,0.09,0.00065,1.68983269e-06,0,0,0
53376,0.7025804375,0.09,0.00065,1.68983269e-06,0,0,0
53377,0.7038803089,0.09,0.00065,1.68983269e-06,0,0,0
53378,0.7051801801,0.09,0.00065,1.68983269e-06,0,0,0
53379,0.7064800515,0.09,0.00065,1.68983269e-06,0,0,0
53380,0.7077799227,0.09,0.00065,1.68983269e-06,0,0,0
53381,0.709079794,0.09,0.00065,1.68983269e-06,0,0,0
53382,0.7103796654,0.09,0.00065,1.68983269e-06,0,0,0
53383,0.7116795366,0.09,0.00065,1.68983269e-06,0,0,0
53384,0.7129794079,0.09,0.00065,1.68983269e-06,0,0,0
53385,0.7142792793,0.09,0.00065,1.68983269e-06,0,0,0
53386,0.7155791505,0.09,0.00065,1.68983269e-06,0,0,0
53387,0.7168790219,0.09,0.00065,1.68983269e-06,0,0,0
53388,0.7181788931,0.09,0.00065,1.68983269e-06,0,0,0
53389,0.7194787644,0.09,0.00065,1.68983269e-06,0,0,0
53390,0.7207786358,0.09,0.00065,1.68983269e-06,0,0,0
53391,0.722078507,0.09,0.00065,1.68983269e-06,0,0,0
53392,0.7233783783,0.09,0.00065,1.68983269e-06,0,0,0
53393,0.7246782496,0.09,0.00065,1.68983269e-06,0,0,0
53394,0.725978121,0.09,0.00065,1.68983269e-06,0,0,0
53395,0.7272779923,0.09,0.00065,1.68983269e-06,0,0,0
53396,0.7285778635,0.09,0.00065,1.68983269e-06,0,0,0
53397,0.7298777349,0.09,0.00065,1.68983269e-06,0,0,0
53398,0.7311776062,0.09,0.00065,1.68983269e-06,0,0,0
53399,0.7324774774,0.09,0.00065,1.68983269e-06,0,0,0
53400,0.7337773488,0.09,0.00065,1.68983269e-06,0,0,0
53401,0.7350772201,0.09,0.00065,1.68983269e-06,0,0,0
53402,0.7363770914,0.09,0.00065,1.68983269e-06,0,0,0
53403,0.7376769626,0.09,0.00065,1.68983269e-06,0,0,0
53404,0.738976834,0.09,0.00065,1.68983269e-06,0,0,0
53405,0.7402767052,0.09,0.00065,1.68983269e-06,0,0,0
53406,0.7415765765,0.09,0.00065,1.68983269e-06,0,0,0
53407,0.7428764478,0.09,0.00065,1.68983269e-06,0,0,0
53408,0.7441763191,0.09,0.00065,1.68983269e-06,0,0,0
53409,0.7454761904,0.09,0.00065,1.68983269e-06,0,0,0
53410,0.7467760617,0.09,0.00065,1.68983269e-06,0,0,0
53411,0.748075933,0.09,0.00065,1.68983269e-06,0,0,0
53412,0.7493758043,0.09,0.00065,1.68983269e-06,0,0,0
53413,0.7506756756,0.09,0.00065,1.68983269e-06,0,0,0
53414,0.7519755469,0.09,0.00065,1.68983269e-06,0,0,0
53415,0.7532754182,0.09,0.00065,1.68983269e-06,0,0,0
53416,0.7545752895,0.09,0.00065,1.68983269e-06,0,0,0
53417,0.7558751608,0.09,0.00065,1.68983269e-06,0,0,0
53418,0.7571750321,0.09,0.00065,1.68983269e-06,0,0,0
53419,0.7584749034,0.09,0.00065,1.68983269e-06,0,0,0
53420,0.7597747747,0.09,0.00065,1.68983269e-06,0,0,0
53421,0.761074646,0.09,0.00065,1.68983269e-06,0,0,0
53422,0.7623745173,0.09,0.00065,1.68983269e-06,0,0,0
53423,0.7636743886,0.09,0.00065,1.68983269e-06,0,0,0
53424,0.76497426,0.09,0.00065,1.68983269e-06,0,0,0
53425,0.7662741312,0.09,0.00065,1.68983269e-06,0,0,0
53426,0.7675740025,0.09,0.00065,1.68983269e-06,0,0,0
53427,0.7688738738,0.09,0.00065,1.68983269e-06,0,0,0
53428,0.7701737451,0.09,0.00065,1.68983269e-06,0,0,0
53429,0.7714736165,0.09,0.00065,1.68983269e-06,0,0,0
53430,0.7727734877,0.09,0.00065,1.68983269e-06,0,0,0
53431,0.774073359,0.09,0.00065,1.68983269e-06,0,0,0
53432,0.7753732304,0.09,0.00065,1.68983269e-06,0,0,0
53433,0.7766731016,0.09,0.00065,1.68983269e-06,0,0,0
53434,0.777972973,0.09,0.00065,1.68983269e-06,0,0,0
53435,0.7792728442,0.09,0.00065,1.68983269e-06,0,0,0
53436,0.7805727155,0.09,0.00065,1.68983269e-06,0,0,0
53437,0.7818725868,0.09,0.00065,1.68983269e-06,0,0,0
53438,0.7831724581,0.09,0.00065,1.68983269e-06,0,0,0
53439,0.7844723295,0.09,0.00065,1.68983269e-06,0,0,0
53440,0.7857722007,0.09,0.00065,1.68983269e-06,0,0,0
53441,0.787072072,0.09,0.00065,1.68983269e-06,0,0,0
53442,0.7883719433,0.09,0.00065,1.68983269e-06,0,0,0
53443,0.7896718147,0.09,0.00065,1.68983269e-06,0,0,0
53444,0.790971686,0.09,0.00065,1.68983269e-06,0,0,0
53445,0.7922715572,0.09,0.00065,1.68983269e-06,0,0,0
53446,0.7935714285,0.09,0.00065,1.68983269e-06,0,0,0
53447,0.7948712999,0.09,0.00065,1.68983269e-06,0,0,0
53448,0.7961711711,0.09,0.00065,1.68983269e-06,0,0,0
53449,0.7974710425,0.09,0.00065,1.68983269e-06,0,0,0
53450,0.7987709138,0.09,0.00065,1.68983269e-06,0,0,0
53451,0.8000707851,0.09,0.00065,1.68983269e-06,0,0,0
53452,0.8013706563,0.09,0.00065,1.68983269e-06,0,0,0
53453,0.8026705276,0.09,0.00065,1.68983269e-06,0,0,0
53454,0.8039703989,0.09,0.00065,1.68983269e-06,0,0,0
53455,0.8052702702,0.09,0.00065,1.68983269e-06,0,0,0
53456,0.8065701415,0.09,0.00065,1.68983269e-06,0,0,0
53457,0.8078700128,0.09,0.00065,1.68983269e-06,0,0,0
53458,0.8091698842,0.09,0.00065,1.68983269e-06,0,0,0
53459,0.8104697555,0.09,0.00065,1.68983269e-06,0,0,0
53460,0.8117696267,0.09,0.00065,1.68983269e-06,0,0,0
53461,0.813069498,0.09,0.00065,1.68983269e-06,0,0,0
53462,0.8143693694,0.09,0.00065,1.68983269e-06,0,0,0
53463,0.8156692407,0.09,0.00065,1.68983269e-06,0,0,0
53464,0.816969112,0.09,0.00065,1.68983269e-06,0,0,0
53465,0.8182689832,0.09,0.00065,1.68983269e-06,0,0,0
53466,0.8195688546,0.09,0.00065,1.68983269e-06,0,0,0
53467,0.8208687259,0.09,0.00065,1.68983269e-06,0,0,0
53468,0.8221685972,0.09,0.00065,1.68983269e-06,0,0,0
53469,0.8234684685,0.09,0.00065,1.68983269e-06,0,0,0
53470,0.8247683398,0.09,0.00065,1.68983269e-06,0,0,0
53471,0.826068211,0.09,0.00065,1.68983269e-06,0,0,0
53472,0.8273680824,0.09,0.00065,1.68983269e-06,0,0,0
53473,0.8286679537,0.09,0.00065,1.68983269e-06,0,0,0
53474,0.829967825,0.09,0.00065,1.68983269e-06,0,0,0
53475,0.8312676962,0.09,0.00065,1.68983269e-06,0,0,0
53476,0.8325675675,0.09,0.00065,1.68983269e-06,0,0,0
53477,0.8338674388,0.09,0.00065,1.68983269e-06,0,0,0
53478,0.8351673102,0.09,0.00065,1.68983269e-06,0,0,0
53479,0.8364671815,0.09,0.00065,1.68983269e-06,0,0,0
53480,0.8377670527,0.09,0.00065,1.68983269e-06,0,0,0
53481,0.839066924,0.09,0.00065,1.68983269e-06,0,0,0
53482,0.8403667953,0.09,0.00065,1.68983269e-06,0,0,0
53483,0.8416666667,0.09,0.00065,1.68983269e-06,0,0,0
53484,0.8429665379,0.09,0.00065,1.68983269e-06,0,0,0
53485,0.8442664092,0.09,0.00065,1.68983269e-06,0,0,0
53486,0.8455662805,0.09,0.00065,1.68983269e-06,0,0,0
53487,0.8468661518,0.09,0.00065,1.68983269e-06,0,0,0
53488,0.8481660232,0.09,0.00065,1.68983269e-06,0,0,0
53489,0.8494658944,0.09,0.00065,1.68983269e-06,0,0,0
53490,0.8507657657,0.09,0.00065,1.68983269e-06,0,0,0
53491,0.852065637,0.09,0.00065,1.68983269e-06,0,0,0
53492,0.8533655084,0.09,0.00065,1.68983269e-06,0,0,0
53493,0.8546653797,0.09,0.00065,1.68983269e-06,0,0,0
53494,0.8559652509,0.09,0.00065,1.68983269e-06,0,0,0
53495,0.8572651222,0.09,0.00065,1.68983269e-06,0,0,0
53496,0.8585649935,0.09,0.00065,1.68983269e-06,0,0,0
53497,0.8598648648,0.09,0.00065,1.68983269e-06,0,0,0
53498,0.8611647361,0.09,0.00065,1.68983269e-06,0,0,0
53499,0.8624646074,0.09,0.00065,1.68983269e-06,0,0,0
53500,0.8637644787,0.09,0.00065,1.68983269e-06,0,0,0
53501,0.86506435,0.09,0.00065,1.68983269e-06,0,0,0
53502,0.8663642213,0.09,0.00065,1.68983269e-06,0,0,0
53503,0.8676640926,0.09,0.00065,1.68983269e-06,0,0,0
53504,0.8689639639,0.09,0.00065,1.68983269e-06,0,0,0
53505,0.8702638352,0.09,0.00065,1.68983269e-06,0,0,0
53506,0.8715637065,0.09,0.00065,1.68983269e-06,0,0,0
53507,0.8728635778,0.09,0.00065,1.68983269e-06,0,0,0
53508,0.8741634491,0.09,0.00065,1.68983269e-06,0,0,0
53509,0.8754633204,0.09,0.00065,1.68983269e-06,0,0,0
53510,0.8767631917,0.09,0.00065,1.68983269e-06,0,0,0
53511,0.878063063,0.09,0.00065,1.68983269e-06,0,0,0
53512,0.8793629344,0.09,0.00065,1.68983269e-06,0,0,0
53513,0.8806628056,0.09,0.00065,1.68983269e-06,0,0,0
53514,0.8819626769,0.09,0.00065,1.68983269e-06,0,0,0
53515,0.8832625483,0.09,0.00065,1.68983269e-06,0,0,0
53516,0.8845624195,0.09,0.00065,1.68983269e-06,0,0,0
53517,0.8858622909,0.09,0.00065,1.68983269e-06,0,0,0
53518,0.8871621621,0.09,0.00065,1.68983269e-06,0,0,0
53519,0.8884620334,0.09,0.00065,1.68983269e-06,0,0,0
53520,0.8897619047,0.09,0.00065,1.68983269e-06,0,0,0
53521,0.891061776,0.09,0.00065,1.68983269e-06,0,0,0
53522,0.8923616474,0.09,0.00065,1.68983269e-06,0,0,0
53523,0.8936615187,0.09,0.00065,1.68983269e-06,0,0,0
53524,0.8949613899,0.09,0.00065,1.68983269e-06,0,0,0
53525,0.8962612612,0.09,0.00065,1.68983269e-06,0,0,0
53526,0.8975611325,0.09,0.00065,1.68983269e-06,0,0,0
53527,0.8988610039,0.09,0.00065,1.68983269e-06,0,0,0
53528,0.9001608752,0.09,0.00065,1.68983269e-06,0,0,0
53529,0.9014607464,0.09,0.00065,1.68983269e-06,0,0,0
53530,0.9027606178,0.09,0.00065,1.68983269e-06,0,0,0
53531,0.9040604891,0.09,0.00065,1.68983269e-06,0,0,0
53532,0.9053603604,0.09,0.00065,1.68983269e-06,0,0,0
53533,0.9066602316,0.09,0.00065,1.68983269e-06,0,0,0
53534,0.907960103,0.09,0.00065,1.68983269e-06,0,0,0
53535,0.9092599743,0.09,0.00065,1.68983269e-06,0,0,0
53536,0.9105598455,0.09,0.00065,1.68983269e-06,0,0,0
53537,0.9118597169,0.09,0.00065,1.68983269e-06,0,0,0
53538,0.9131595882,0.09,0.00065,1.68983269e-06,0,0,0
53539,0.9144594594,0.09,0.00065,1.68983269e-06,0,0,0
53540,0.9157593307,0.09,0.00065,1.68983269e-06,0,0,0
53541,0.917059202,0.09,0.00065,1.68983269e-06,0,0,0
53542,0.9183590733,0.09,0.00065,1.68983269e-06,0,0,0
53543,0.9196589447,0.09,0.00065,1.68983269e-06,0,0,0
53544,0.9209588159,0.09,0.00065,1.68983269e-06,0,0,0
53545,0.9222586872,0.09,0.00065,1.68983269e-06,0,0,0
53546,0.9235585585,0.09,0.00065,1.68983269e-06,0,0,0
53547,0.9248584298,0.09,0.00065,1.68983269e-06,0,0,0
53548,0.9261583011,0.09,0.00065,1.68983269e-06,0,0,0
53549,0.9274581724,0.09,0.00065,1.68983269e-06,0,0,0
53550,0.9287580437,0.09,0.00065,1.68983269e-06,0,0,0
53551,0.930057915,0.09,0.00065,1.68983269e-06,0,0,0
53552,0.9313577863,0.09,0.00065,1.68983269e-06,0,0,0
53553,0.9326576576,0.09,0.00065,1.68983269e-06,0,0,0
53554,0.9339575289,0.09,0.00065,1.68983269e-06,0,0,0
53555,0.9352574002,0.09,0.00065,1.68983269e-06,0,0,0
53556,0.9365572715,0.09,0.00065,1.68983269e-06,0,0,0
53557,0.9378571428,0.09,0.00065,1.68983269e-06,0,0,0
53558,0.9391570141,0.09,0.00065,1.68983269e-06,0,0,0
53559,0.9404568854,0.09,0.00065,1.68983269e-06,0,0,0
53560,0.9417567567,0.09,0.00065,1.68983269e-06,0,0,0
53561,0.943056628,0.09,0.00065,1.68983269e-06,0,0,0
53562,0.9443564993,0.09,0.00065,1.68983269e-06,0,0,0
53563,0.9456563706,0.09,0.00065,1.68983269e-06,0,0,0
53564,0.946956242,0.09,0.00065,1.68983269e-06,0,0,0
53565,0.9482561132,0.09,0.00065,1.68983269e-06,0,0,0
53566,0.9495559846,0.09,0.00065,1.68983269e-06,0,0,0
53567,0.9508558558,0.09,0.00065,1.68983269e-06,0,0,0
53568,0.9521557272,0.09,0.00065,1.68983269e-06,0,0,0
53569,0.9534555984,0.09,0.00065,1.68983269e-06,0,0,0
53570,0.9547554697,0.09,0.00065,1.68983269e-06,0,0,0
53571,0.9560553411,0.09,0.00065,1.68983269e-06,0,0,0
53572,0.9573552123,0.09,0.00065,1.68983269e-06,0,0,0
53573,0.9586550836,0.09,0.00065,1.68983269e-06,0,0,0
53574,0.9599549549,0.09,0.00065,1.68983269e-06,0,0,0
53575,0.9612548262,0.09,0.00065,1.68983269e-06,0,0,0
53576,0.9625546976,0.09,0.00065,1.68983269e-06,0,0,0
53577,0.9638545688,0.09,0.00065,1.68983269e-06,0,0,0
53578,0.9651544401,0.09,0.00065,1.68983269e-06,0,0,0
53579,0.9664543114,0.09,0.00065,1.68983269e-06,0,0,0
53580,0.9677541827,0.09,0.00065,1.68983269e-06,0,0,0
53581,0.9690540541,0.09,0.00065,1.68983269e-06,0,0,0
53582,0.9703539253,0.09,0.00065,1.68983269e-06,0,0,0
53583,0.9716537967,0.09,0.00065,1.68983269e-06,0,0,0
53584,0.9729536679,0.09,0.00065,1.68983269e-06,0,0,0
53585,0.9742535392,0.09,0.00065,1.68983269e-06,0,0,0
53586,0.9755534105,0.09,0.00065,1.68983269e-06,0,0,0
53587,0.9768532818,0.09,0.00065,1.68983269e-06,0,0,0
53588,0.9781531532,0.09,0.00065,1.68983269e-06,0,0,0
53589,0.9794530244,0.09,0.00065,1.68983269e-06,0,0,0
53590,0.9807528957,0.09,0.00065,1.68983269e-06,0,0,0
53591,0.982052767,0.09,0.00065,1.68983269e-06,0,0,0
53592,0.9833526383,0.09,0.00065,1.68983269e-06,0,0,0
53593,0.9846525096,0.09,0.00065,1.68983269e-06,0,0,0
53594,0.9859523809,0.09,0.00065,1.68983269e-06,0,0,0
53595,0.9872522523,0.09,0.00065,1.68983269e-06,0,0,0
53596,0.9885521236,0.09,0.00065,1.68983269e-06,0,0,0
53597,0.9898519948,0.09,0.00065,1.68983269e-06,0,0,0
53598,0.9911518661,0.09,0.00065,1.68983269e-06,0,0,0
53599,0.9924517375,0.09,0.00065,1.68983269e-06,0,0,0
53600,0.9937516088,0.09,0.00065,1.68983269e-06,0,0,0
53601,0.9950514801,0.09,0.00065,1.68983269e-06,0,0,0
53602,0.9963513514,0.09,0.00065,1.68983269e-06,0,0,0
53603,0.9976512226,0.09,0.00065,1.68983269e-06,0,0,0
53604,0.998951094,0.09,0.00065,1.68983269e-06,0,0,0
53605,1.000250965,0.09,0.00065,1.68983282e-06,0,0,0
53606,1.001550836,0.09,0.00065,1.6898323e-06,0,0,0
53607,1.002850708,0.09,0.00065,1.6898336e-06,0,0,0
53608,1.00415058,0.09,0.00065,1.6898323e-06,0,0,0
53609,1.00545045,0.09,0.00065,1.6898323e-06,0,0,0
53610,1.006750321,0.09,0.00065,1.6898323e-06,0,0,0
53611,1.008050193,0.09,0.00065,1.6898336e-06,0,0,0
53612,1.009350064,0.09,0.00065,1.6898323e-06,0,0,0
76233,1.010649867,0.09,0.00065,1.6896555e-06,0,0,0
76234,1.011949602,0.09,0.00065,1.6896542e-06,0,0,0
76235,1.013249336,0.09,0.00065,1.6896555e-06,0,0,0
76236,1.014549072,0.09,0.00065,1.6896555e-06,0,0,0
76237,1.015848806,0.09,0.00065,1.6896555e-06,0,0,0
76238,1.017148541,0.09,0.00065,1.6896542e-06,0,0,0
76239,1.018448275,0.09,0.00065,1.6896555e-06,0,0,0
76240,1.01974801,0.09,0.00065,1.6896555e-06,0,0,0
76241,1.021047746,0.09,0.00065,1.6896555e-06,0,0,0
76242,1.02234748,0.09,0.00065,1.6896542e-06,0,0,0
76243,1.023647214,0.09,0.00065,1.6896555e-06,0,0,0
76244,1.02494695,0.09,0.00065,1.6896555e-06,0,0,0
76245,1.026246685,0.09,0.00065,1.6896555e-06,0,0,0
76246,1.027546419,0.09,0.00065,1.6896542e-06,0,0,0
76247,1.028846153,0.09,0.00065,1.6896555e-06,0,0,0
76248,1.030145889,0.09,0.00065,1.6896555e-06,0,0,0
76249,1.031445624,0.09,0.00065,1.6896555e-06,0,0,0
76250,1.032745358,0.09,0.00065,1.6896542e-06,0,0,0
76251,1.034045092,0.09,0.00065,1.6896555e-06,0,0,0
76252,1.035344827,0.09,0.00065,1.6896555e-06,0,0,0
76253,1.036644562,0.09,0.00065,1.6896555e-06,0,0,0
76254,1.037944297,0.09,0.00065,1.6896542e-06,0,0,0
76255,1.039244031,0.09,0.00065,1.6896555e-06,0,0,0
76256,1.040543766,0.09,0.00065,1.6896555e-06,0,0,0
76257,1.041843501,0.09,0.00065,1.6896555e-06,0,0,0
76258,1.043143236,0.09,0.00065,1.6896542e-06,0,0,0
76259,1.044442971,0.09,0.00065,1.6896555e-06,0,0,0
76260,1.045742705,0.09,0.00065,1.6896555e-06,0,0,0
76261,1.04704244,0.09,0.00065,1.6896555e-06,0,0,0
76262,1.048342175,0.09,0.00065,1.6896542e-06,0,0,0
76263,1.04964191,0.09,0.00065,1.6896555e-06,0,0,0
76264,1.050941644,0.09,0.00065,1.6896555e-06,0,0,0
76265,1.052241379,0.09,0.00065,1.6896555e-06,0,0,0
76266,1.053541114,0.09,0.00065,1.6896542e-06,0,0,0
76267,1.054840849,0.09,0.00065,1.6896555e-06,0,0,0
76268,1.056140583,0.09,0.00065,1.6896555e-06,0,0,0
76269,1.057440319,0.09,0.00065,1.6896555e-06,0,0,0
76270,1.058740053,0.09,0.00065,1.6896542e-06,0,0,0
76271,1.060039787,0.09,0.00065,1.6896555e-06,0,0,0
76272,1.061339522,0.09,0.00065,1.6896555e-06,0,0,0
76273,1.062639257,0.09,0.00065,1.6896555e-06,0,0,0
76274,1.063938992,0.09,0.00065,1.6896542e-06,0,0,0
76275,1.065238726,0.09,0.00065,1.6896555e-06,0,0,0
76276,1.066538461,0.09,0.00065,1.6896555e-06,0,0,0
76277,1.067838197,0.09,0.00065,1.6896555e-06,0,0,0
