cellI,x,y,z,S,Ux,Uy,Uz
76278,1.069137931,0.09,0.00065,1.6896542e-06,0,0,0
76279,1.070437665,0.09,0.00065,1.6896555e-06,0,0,0
76280,1.0717374,0.09,0.00065,1.6896555e-06,0,0,0
76281,1.073037135,0.09,0.00065,1.6896555e-06,0,0,0
76282,1.07433687,0.09,0.00065,1.6896542e-06,0,0,0
76283,1.075636604,0.09,0.00065,1.6896555e-06,0,0,0
76284,1.07693634,0.09,0.00065,1.6896555e-06,0,0,0
76285,1.078236075,0.09,0.00065,1.6896555e-06,0,0,0
76286,1.079535809,0.09,0.00065,1.6896542e-06,0,0,0
76287,1.080835544,0.09,0.00065,1.6896555e-06,0,0,0
76288,1.082135279,0.09,0.00065,1.6896555e-06,0,0,0
76289,1.083435013,0.09,0.00065,1.6896555e-06,0,0,0
76290,1.084734748,0.09,0.00065,1.6896542e-06,0,0,0
76291,1.086034482,0.09,0.00065,1.6896555e-06,0,0,0
76292,1.087334217,0.09,0.00065,1.6896555e-06,0,0,0
76293,1.088633952,0.09,0.00065,1.6896555e-06,0,0,0
76294,1.089933687,0.09,0.00065,1.6896542e-06,0,0,0
76295,1.091233422,0.09,0.00065,1.6896555e-06,0,0,0
76296,1.092533156,0.09,0.00065,1.6896555e-06,0,0,0
76297,1.093832891,0.09,0.00065,1.6896555e-06,0,0,0
76298,1.095132626,0.09,0.00065,1.6896542e-06,0,0,0
76299,1.096432361,0.09,0.00065,1.6896555e-06,0,0,0
76300,1.097732096,0.09,0.00065,1.6896555e-06,0,0,0
76301,1.09903183,0.09,0.00065,1.6896555e-06,0,0,0
76302,1.100331565,0.09,0.00065,1.6896542e-06,0,0,0
76303,1.101631299,0.09,0.00065,1.6896555e-06,0,0,0
76304,1.102931034,0.09,0.00065,1.6896555e-06,0,0,0
76305,1.104230769,0.09,0.00065,1.6896555e-06,0,0,0
76306,1.105530504,0.09,0.00065,1.6896542e-06,0,0,0
76307,1.106830238,0.09,0.00065,1.6896555e-06,0,0,0
76308,1.108129974,0.09,0.00065,1.6896555e-06,0,0,0
76309,1.109429709,0.09,0.00065,1.6896555e-06,0,0,0
76310,1.110729443,0.09,0.00065,1.6896542e-06,0,0,0
76311,1.112029177,0.09,0.00065,1.6896555e-06,0,0,0
76312,1.113328913,0.09,0.00065,1.6896555e-06,0,0,0
76313,1.114628648,0.09,0.00065,1.6896555e-06,0,0,0
76314,1.115928382,0.09,0.00065,1.6896542e-06,0,0,0
76315,1.117228116,0.09,0.00065,1.6896555e-06,0,0,0
76316,1.118527852,0.09,0.00065,1.6896555e-06,0,0,0
76317,1.119827587,0.09,0.00065,1.6896555e-06,0,0,0
76318,1.121127321,0.09,0.00065,1.6896542e-06,0,0,0
76319,1.122427055,0.09,0.00065,1.6896555e-06,0,0,0
76320,1.12372679,0.09,0.00065,1.6896555e-06,0,0,0
76321,1.125026526,0.09,0.00065,1.6896555e-06,0,0,0
76322,1.12632626,0.09,0.00065,1.6896542e-06,0,0,0
76323,1.127625995,0.09,0.00065,1.6896555e-06,0,0,0
76324,1.128925729,0.09,0.00065,1.6896555e-06,0,0,0
76325,1.130225465,0.09,0.00065,1.6896555e-06,0,0,0
76326,1.131525199,0.09,0.00065,1.6896542e-06,0,0,0
76327,1.132824933,0.09,0.00065,1.6896555e-06,0,0,0
76328,1.134124668,0.09,0.00065,1.6896555e-06,0,0,0
76329,1.135424403,0.09,0.00065,1.6896555e-06,0,0,0
76330,1.136724138,0.09,0.00065,1.6896542e-06,0,0,0
76331,1.138023873,0.09,0.00065,1.6896555e-06,0,0,0
76332,1.139323607,0.09,0.00065,1.6896555e-06,0,0,0
76333,1.140623342,0.09,0.00065,1.6896555e-06,0,0,0
76334,1.141923077,0.09,0.00065,1.6896542e-06,0,0,0
76335,1.143222811,0.09,0.00065,1.6896555e-06,0,0,0
76336,1.144522546,0.09,0.00065,1.6896555e-06,0,0,0
76337,1.145822281,0.09,0.00065,1.6896555e-06,0,0,0
76338,1.147122016,0.09,0.00065,1.6896542e-06,0,0,0
76339,1.148421751,0.09,0.00065,1.6896555e-06,0,0,0
76340,1.149721485,0.09,0.00065,1.6896555e-06,0,0,0
76341,1.15102122,0.09,0.00065,1.6896555e-06,0,0,0
76342,1.152320955,0.09,0.00065,1.6896542e-06,0,0,0
76343,1.153620689,0.09,0.00065,1.6896555e-06,0,0,0
76344,1.154920424,0.09,0.00065,1.6896555e-06,0,0,0
76345,1.156220159,0.09,0.00065,1.6896555e-06,0,0,0
76346,1.157519894,0.09,0.00065,1.6896542e-06,0,0,0
76347,1.158819628,0.09,0.00065,1.6896555e-06,0,0,0
76348,1.160119364,0.09,0.00065,1.6896555e-06,0,0,0
76349,1.161419098,0.09,0.00065,1.6896555e-06,0,0,0
76350,1.162718833,0.09,0.00065,1.6896542e-06,0,0,0
76351,1.164018567,0.09,0.00065,1.6896555e-06,0,0,0
76352,1.165318303,0.09,0.00065,1.6896555e-06,0,0,0
76353,1.166618038,0.09,0.00065,1.6896555e-06,0,0,0
76354,1.167917772,0.09,0.00065,1.6896542e-06,0,0,0
76355,1.169217506,0.09,0.00065,1.6896555e-06,0,0,0
76356,1.170517242,0.09,0.00065,1.6896555e-06,0,0,0
76357,1.171816977,0.09,0.00065,1.6896555e-06,0,0,0
76358,1.173116711,0.09,0.00065,1.6896542e-06,0,0,0
76359,1.174416446,0.09,0.00065,1.6896555e-06,0,0,0
76360,1.175716181,0.09,0.00065,1.6896555e-06,0,0,0
76361,1.177015915,0.09,0.00065,1.6896542e-06,0,0,0
76362,1.17831565,0.09,0.00065,1.6896555e-06,0,0,0
76363,1.179615384,0.09,0.00065,1.6896555e-06,0,0,0
76364,1.18091512,0.09,0.00065,1.6896555e-06,0,0,0
76365,1.182214854,0.09,0.00065,1.6896542e-06,0,0,0
76366,1.183514589,0.09,0.00065,1.6896555e-06,0,0,0
76367,1.184814323,0.09,0.00065,1.6896555e-06,0,0,0
76368,1.186114058,0.09,0.00065,1.6896555e-06,0,0,0
76369,1.187413793,0.09,0.00065,1.6896542e-06,0,0,0
76370,1.188713527,0.09,0.00065,1.6896555e-06,0,0,0
76371,1.190013262,0.09,0.00065,1.6896555e-06,0,0,0
76372,1.191312997,0.09,0.00065,1.6896555e-06,0,0,0
76373,1.192612732,0.09,0.00065,1.6896542e-06,0,0,0
76374,1.193912467,0.09,0.00065,1.6896555e-06,0,0,0
76375,1.195212201,0.09,0.00065,1.6896555e-06,0,0,0
76376,1.196511936,0.09,0.00065,1.6896555e-06,0,0,0
76377,1.197811671,0.09,0.00065,1.6896542e-06,0,0,0
76378,1.199111406,0.09,0.00065,1.6896555e-06,0,0,0
76379,1.20041114,0.09,0.00065,1.6896555e-06,0,0,0
76380,1.201710875,0.09,0.00065,1.6896555e-06,0,0,0
76381,1.20301061,0.09,0.00065,1.6896542e-06,0,0,0
76382,1.204310344,0.09,0.00065,1.6896555e-06,0,0,0
76383,1.205610079,0.09,0.00065,1.6896555e-06,0,0,0
76384,1.206909814,0.09,0.00065,1.6896555e-06,0,0,0
76385,1.208209549,0.09,0.00065,1.6896542e-06,0,0,0
76386,1.209509283,0.09,0.00065,1.6896555e-06,0,0,0
76387,1.210809019,0.09,0.00065,1.6896555e-06,0,0,0
76388,1.212108753,0.09,0.00065,1.6896555e-06,0,0,0
76389,1.213408488,0.09,0.00065,1.6896542e-06,0,0,0
76390,1.214708223,0.09,0.00065,1.6896555e-06,0,0,0
76391,1.216007957,0.09,0.00065,1.6896555e-06,0,0,0
76392,1.217307693,0.09,0.00065,1.6896555e-06,0,0,0
76393,1.218607427,0.09,0.00065,1.6896542e-06,0,0,0
76394,1.219907161,0.09,0.00065,1.6896555e-06,0,0,0
76395,1.221206896,0.09,0.00065,1.6896555e-06,0,0,0
76396,1.222506631,0.09,0.00065,1.6896555e-06,0,0,0
76397,1.223806366,0.09,0.00065,1.6896542e-06,0,0,0
76398,1.225106101,0.09,0.00065,1.6896555e-06,0,0,0
76399,1.226405836,0.09,0.00065,1.6896555e-06,0,0,0
76400,1.22770557,0.09,0.00065,1.6896555e-06,0,0,0
76401,1.229005305,0.09,0.00065,1.6896542e-06,0,0,0
76402,1.23030504,0.09,0.00065,1.6896555e-06,0,0,0
76403,1.231604774,0.09,0.00065,1.6896555e-06,0,0,0
76404,1.232904509,0.09,0.00065,1.6896555e-06,0,0,0
76405,1.234204244,0.09,0.00065,1.6896542e-06,0,0,0
76406,1.235503979,0.09,0.00065,1.6896555e-06,0,0,0
76407,1.236803713,0.09,0.00065,1.6896555e-06,0,0,0
76408,1.238103448,0.09,0.00065,1.6896555e-06,0,0,0
76409,1.239403183,0.09,0.00065,1.6896542e-06,0,0,0
76410,1.240702917,0.09,0.00065,1.6896555e-06,0,0,0
76411,1.242002652,0.09,0.00065,1.6896555e-06,0,0,0
76412,1.243302387,0.09,0.00065,1.6896555e-06,0,0,0
76413,1.244602122,0.09,0.00065,1.6896542e-06,0,0,0
76414,1.245901856,0.09,0.00065,1.6896555e-06,0,0,0
76415,1.247201591,0.09,0.00065,1.6896555e-06,0,0,0
76416,1.248501326,0.09,0.00065,1.6896555e-06,0,0,0
76417,1.249801061,0.09,0.00065,1.6896542e-06,0,0,0
76418,1.251100795,0.09,0.00065,1.6896555e-06,0,0,0
76419,1.25240053,0.09,0.00065,1.6896555e-06,0,0,0
76420,1.253700266,0.09,0.00065,1.6896555e-06,0,0,0
76421,1.255,0.09,0.00065,1.6896542e-06,0,0,0
76422,1.256299735,0.09,0.00065,1.6896555e-06,0,0,0
76423,1.25759947,0.09,0.00065,1.6896555e-06,0,0,0
76424,1.258899204,0.09,0.00065,1.6896555e-06,0,0,0
76425,1.260198939,0.09,0.00065,1.6896542e-06,0,0,0
76426,1.261498673,0.09,0.00065,1.6896555e-06,0,0,0
76427,1.262798409,0.09,0.00065,1.6896555e-06,0,0,0
76428,1.264098143,0.09,0.00065,1.6896555e-06,0,0,0
76429,1.265397878,0.09,0.00065,1.6896542e-06,0,0,0
76430,1.266697612,0.09,0.00065,1.6896555e-06,0,0,0
76431,1.267997348,0.09,0.00065,1.6896555e-06,0,0,0
76432,1.269297082,0.09,0.00065,1.6896555e-06,0,0,0
76433,1.270596817,0.09,0.00065,1.6896542e-06,0,0,0
76434,1.271896552,0.09,0.00065,1.6896555e-06,0,0,0
76435,1.273196286,0.09,0.00065,1.6896555e-06,0,0,0
76436,1.274496021,0.09,0.00065,1.6896555e-06,0,0,0
76437,1.275795756,0.09,0.00065,1.6896542e-06,0,0,0
76438,1.277095491,0.09,0.00065,1.6896555e-06,0,0,0
76439,1.278395225,0.09,0.00065,1.6896555e-06,0,0,0
76440,1.279694961,0.09,0.00065,1.6896555e-06,0,0,0
76441,1.280994695,0.09,0.00065,1.6896542e-06,0,0,0
76442,1.282294429,0.09,0.00065,1.6896555e-06,0,0,0
76443,1.283594164,0.09,0.00065,1.6896555e-06,0,0,0
76444,1.284893899,0.09,0.00065,1.6896555e-06,0,0,0
76445,1.286193634,0.09,0.00065,1.6896542e-06,0,0,0
76446,1.287493368,0.09,0.00065,1.6896555e-06,0,0,0
76447,1.288793103,0.09,0.00065,1.6896555e-06,0,0,0
76448,1.290092838,0.09,0.00065,1.6896555e-06,0,0,0
76449,1.291392573,0.09,0.00065,1.6896542e-06,0,0,0
76450,1.292692307,0.09,0.00065,1.6896555e-06,0,0,0
76451,1.293992042,0.09,0.00065,1.6896555e-06,0,0,0
76452,1.295291777,0.09,0.00065,1.6896555e-06,0,0,0
76453,1.296591512,0.09,0.00065,1.6896542e-06,0,0,0
76454,1.297891247,0.09,0.00065,1.6896555e-06,0,0,0
76455,1.299190982,0.09,0.00065,1.6896555e-06,0,0,0
76456,1.300490717,0.09,0.00065,1.6896555e-06,0,0,0
76457,1.301790451,0.09,0.00065,1.6896542e-06,0,0,0
76458,1.303090185,0.09,0.00065,1.6896555e-06,0,0,0
76459,1.30438992,0.09,0.00065,1.6896555e-06,0,0,0
76460,1.305689655,0.09,0.00065,1.6896555e-06,0,0,0
76461,1.30698939,0.09,0.00065,1.6896542e-06,0,0,0
76462,1.308289124,0.09,0.00065,1.6896555e-06,0,0,0
76463,1.30958886,0.09,0.00065,1.6896555e-06,0,0,0
76464,1.310888594,0.09,0.00065,1.6896555e-06,0,0,0
76465,1.312188329,0.09,0.00065,1.6896542e-06,0,0,0
76466,1.313488063,0.09,0.00065,1.6896555e-06,0,0,0
76467,1.314787798,0.09,0.00065,1.6896555e-06,0,0,0
76468,1.316087533,0.09,0.00065,1.6896555e-06,0,0,0
76469,1.317387268,0.09,0.00065,1.6896542e-06,0,0,0
76470,1.318687002,0.09,0.00065,1.6896555e-06,0,0,0
76471,1.319986738,0.09,0.00065,1.6896555e-06,0,0,0
76472,1.321286472,0.09,0.00065,1.6896555e-06,0,0,0
76473,1.322586207,0.09,0.00065,1.6896542e-06,0,0,0
76474,1.323885941,0.09,0.00065,1.6896555e-06,0,0,0
76475,1.325185676,0.09,0.00065,1.6896555e-06,0,0,0
76476,1.326485411,0.09,0.00065,1.6896555e-06,0,0,0
76477,1.327785146,0.09,0.00065,1.6896542e-06,0,0,0
76478,1.32908488,0.09,0.00065,1.6896555e-06,0,0,0
76479,1.330384615,0.09,0.00065,1.6896555e-06,0,0,0
76480,1.331684351,0.09,0.00065,1.6896555e-06,0,0,0
76481,1.332984085,0.09,0.00065,1.6896542e-06,0,0,0
76482,1.33428382,0.09,0.00065,1.6896555e-06,0,0,0
76483,1.335583554,0.09,0.00065,1.6896555e-06,0,0,0
76484,1.336883289,0.09,0.00065,1.6896542e-06,0,0,0
76485,1.338183024,0.09,0.00065,1.6896555e-06,0,0,0
76486,1.339482758,0.09,0.00065,1.6896555e-06,0,0,0
76487,1.340782493,0.09,0.00065,1.6896555e-06,0,0,0
76488,1.342082228,0.09,0.00065,1.6896542e-06,0,0,0
76489,1.343381962,0.09,0.00065,1.6896555e-06,0,0,0
76490,1.344681697,0.09,0.00065,1.6896555e-06,0,0,0
76491,1.345981432,0.09,0.00065,1.6896555e-06,0,0,0
76492,1.347281167,0.09,0.00065,1.6896542e-06,0,0,0
76493,1.348580902,0.09,0.00065,1.6896555e-06,0,0,0
76494,1.349880637,0.09,0.00065,1.6896555e-06,0,0,0
76495,1.351180371,0.09,0.00065,1.6896555e-06,0,0,0
76496,1.352480106,0.09,0.00065,1.6896542e-06,0,0,0
76497,1.353779841,0.09,0.00065,1.6896555e-06,0,0,0
76498,1.355079576,0.09,0.00065,1.6896555e-06,0,0,0
76499,1.35637931,0.09,0.00065,1.6896555e-06,0,0,0
76500,1.357679045,0.09,0.00065,1.6896542e-06,0,0,0
76501,1.35897878,0.09,0.00065,1.6896555e-06,0,0,0
76502,1.360278514,0.09,0.00065,1.6896555e-06,0,0,0
76503,1.361578249,0.09,0.00065,1.6896555e-06,0,0,0
76504,1.362877984,0.09,0.00065,1.6896542e-06,0,0,0
76505,1.364177718,0.09,0.00065,1.6896555e-06,0,0,0
76506,1.365477453,0.09,0.00065,1.6896555e-06,0,0,0
76507,1.366777188,0.09,0.00065,1.6896555e-06,0,0,0
76508,1.368076923,0.09,0.00065,1.6896542e-06,0,0,0
76509,1.369376657,0.09,0.00065,1.6896555e-06,0,0,0
76510,1.370676393,0.09,0.00065,1.6896555e-06,0,0,0
76511,1.371976127,0.09,0.00065,1.6896555e-06,0,0,0
76512,1.373275862,0.09,0.00065,1.6896542e-06,0,0,0
76513,1.374575596,0.09,0.00065,1.6896555e-06,0,0,0
76514,1.375875331,0.09,0.00065,1.6896555e-06,0,0,0
76515,1.377175066,0.09,0.00065,1.6896555e-06,0,0,0
76516,1.378474801,0.09,0.00065,1.6896542e-06,0,0,0
76517,1.379774535,0.09,0.00065,1.6896555e-06,0,0,0
76518,1.381074271,0.09,0.00065,1.6896555e-06,0,0,0
76519,1.382374005,0.09,0.00065,1.6896555e-06,0,0,0
76520,1.38367374,0.09,0.00065,1.6896542e-06,0,0,0
76521,1.384973474,0.09,0.00065,1.6896555e-06,0,0,0
76522,1.386273209,0.09,0.00065,1.6896555e-06,0,0,0
76523,1.387572944,0.09,0.00065,1.6896555e-06,0,0,0
76524,1.388872679,0.09,0.00065,1.6896542e-06,0,0,0
76525,1.390172413,0.09,0.00065,1.6896555e-06,0,0,0
76526,1.391472149,0.09,0.00065,1.6896555e-06,0,0,0
76527,1.392771883,0.09,0.00065,1.6896555e-06,0,0,0
76528,1.394071618,0.09,0.00065,1.6896542e-06,0,0,0
76529,1.395371352,0.09,0.00065,1.6896555e-06,0,0,0
76530,1.396671088,0.09,0.00065,1.6896555e-06,0,0,0
76531,1.397970823,0.09,0.00065,1.6896555e-06,0,0,0
76532,1.399270557,0.09,0.00065,1.6896542e-06,0,0,0
76533,1.400570292,0.09,0.00065,1.6896555e-06,0,0,0
76534,1.401870027,0.09,0.00065,1.6896555e-06,0,0,0
76535,1.403169761,0.09,0.00065,1.6896555e-06,0,0,0
76536,1.404469496,0.09,0.00065,1.6896542e-06,0,0,0
76537,1.405769231,0.09,0.00065,1.6896555e-06,0,0,0
76538,1.407068966,0.09,0.00065,1.6896555e-06,0,0,0
76539,1.4083687,0.09,0.00065,1.6896555e-06,0,0,0
76540,1.409668435,0.09,0.00065,1.6896542e-06,0,0,0
76541,1.410968169,0.09,0.00065,1.6896555e-06,0,0,0
76542,1.412267904,0.09,0.00065,1.6896555e-06,0,0,0
76543,1.41356764,0.09,0.00065,1.6896555e-06,0,0,0
76544,1.414867374,0.09,0.00065,1.6896542e-06,0,0,0
76545,1.416167109,0.09,0.00065,1.6896555e-06,0,0,0
76546,1.417466843,0.09,0.00065,1.6896555e-06,0,0,0
76547,1.418766578,0.09,0.00065,1.6896555e-06,0,0,0
76548,1.420066313,0.09,0.00065,1.6896542e-06,0,0,0
76549,1.421366047,0.09,0.00065,1.6896555e-06,0,0,0
76550,1.422665782,0.09,0.00065,1.6896555e-06,0,0,0
76551,1.423965518,0.09,0.00065,1.6896555e-06,0,0,0
76552,1.425265252,0.09,0.00065,1.6896542e-06,0,0,0
76553,1.426564986,0.09,0.00065,1.6896555e-06,0,0,0
76554,1.427864722,0.09,0.00065,1.6896555e-06,0,0,0
76555,1.429164456,0.09,0.00065,1.6896555e-06,0,0,0
76556,1.430464191,0.09,0.00065,1.6896542e-06,0,0,0
76557,1.431763926,0.09,0.00065,1.6896555e-06,0,0,0
76558,1.43306366,0.09,0.00065,1.6896555e-06,0,0,0
76559,1.434363396,0.09,0.00065,1.6896555e-06,0,0,0
76560,1.43566313,0.09,0.00065,1.6896542e-06,0,0,0
76561,1.436962864,0.09,0.00065,1.6896555e-06,0,0,0
76562,1.438262599,0.09,0.00065,1.6896555e-06,0,0,0
76563,1.439562335,0.09,0.00065,1.6896555e-06,0,0,0
76564,1.440862069,0.09,0.00065,1.6896542e-06,0,0,0
76565,1.442161804,0.09,0.00065,1.6896555e-06,0,0,0
76566,1.443461539,0.09,0.00065,1.6896555e-06,0,0,0
76567,1.444761273,0.09,0.00065,1.6896555e-06,0,0,0
76568,1.446061008,0.09,0.00065,1.6896542e-06,0,0,0
76569,1.447360742,0.09,0.00065,1.6896555e-06,0,0,0
76570,1.448660478,0.09,0.00065,1.6896555e-06,0,0,0
76571,1.449960212,0.09,0.00065,1.6896555e-06,0,0,0
76572,1.451259947,0.09,0.00065,1.6896542e-06,0,0,0
76573,1.452559682,0.09,0.00065,1.6896555e-06,0,0,0
76574,1.453859416,0.09,0.00065,1.6896555e-06,0,0,0
76575,1.455159151,0.09,0.00065,1.6896555e-06,0,0,0
76576,1.456458886,0.09,0.00065,1.6896542e-06,0,0,0
76577,1.45775862,0.09,0.00065,1.6896555e-06,0,0,0
76578,1.459058355,0.09,0.00065,1.6896555e-06,0,0,0
76579,1.46035809,0.09,0.00065,1.6896555e-06,0,0,0
76580,1.461657825,0.09,0.00065,1.6896542e-06,0,0,0
76581,1.462957559,0.09,0.00065,1.6896555e-06,0,0,0
76582,1.464257295,0.09,0.00065,1.6896555e-06,0,0,0
76583,1.465557029,0.09,0.00065,1.6896555e-06,0,0,0
76584,1.466856764,0.09,0.00065,1.6896542e-06,0,0,0
76585,1.468156498,0.09,0.00065,1.6896555e-06,0,0,0
76586,1.469456233,0.09,0.00065,1.6896555e-06,0,0,0
76587,1.470755969,0.09,0.00065,1.6896555e-06,0,0,0
76588,1.472055703,0.09,0.00065,1.6896542e-06,0,0,0
76589,1.473355437,0.09,0.00065,1.6896555e-06,0,0,0
76590,1.474655173,0.09,0.00065,1.6896555e-06,0,0,0
76591,1.475954907,0.09,0.00065,1.6896555e-06,0,0,0
76592,1.477254642,0.09,0.00065,1.6896542e-06,0,0,0
76593,1.478554376,0.09,0.00065,1.6896555e-06,0,0,0
76594,1.479854111,0.09,0.00065,1.6896555e-06,0,0,0
76595,1.481153847,0.09,0.00065,1.6896555e-06,0,0,0
76596,1.482453581,0.09,0.00065,1.6896542e-06,0,0,0
76597,1.483753316,0.09,0.00065,1.6896555e-06,0,0,0
76598,1.485053051,0.09,0.00065,1.6896555e-06,0,0,0
76599,1.486352785,0.09,0.00065,1.6896555e-06,0,0,0
76600,1.48765252,0.09,0.00065,1.6896542e-06,0,0,0
76601,1.488952255,0.09,0.00065,1.6896555e-06,0,0,0
76602,1.490251989,0.09,0.00065,1.6896555e-06,0,0,0
76603,1.491551725,0.09,0.00065,1.6896555e-06,0,0,0
76604,1.492851459,0.09,0.00065,1.6896542e-06,0,0,0
76605,1.494151193,0.09,0.00065,1.6896555e-06,0,0,0
76606,1.495450928,0.09,0.00065,1.6896555e-06,0,0,0
76607,1.496750663,0.09,0.00065,1.6896555e-06,0,0,0
76608,1.498050398,0.09,0.00065,1.6896542e-06,0,0,0
76609,1.499350133,0.09,0.00065,1.6896555e-06,0,0,0
76610,1.010649867,0,0.00065,1.6896555e-06,0,0,0
76611,1.011949602,0,0.00065,1.6896542e-06,0,0,0
76612,1.013249337,0,0.00065,1.6896555e-06,0,0,0
76613,1.014549072,0,0.00065,1.6896555e-06,0,0,0
76614,1.015848806,0,0.00065,1.6896555e-06,0,0,0
76615,1.017148541,0,0.00065,1.6896542e-06,0,0,0
76616,1.018448275,0,0.00065,1.6896555e-06,0,0,0
76617,1.019748011,0,0.00065,1.6896555e-06,0,0,0
76618,1.021047746,0,0.00065,1.6896555e-06,0,0,0
76619,1.02234748,0,0.00065,1.6896542e-06,0,0,0
76620,1.023647214,0,0.00065,1.6896555e-06,0,0,0
76621,1.02494695,0,0.00065,1.6896555e-06,0,0,0
76622,1.026246685,0,0.00065,1.6896555e-06,0,0,0
76623,1.027546419,0,0.00065,1.6896542e-06,0,0,0
76624,1.028846153,0,0.00065,1.6896555e-06,0,0,0
76625,1.030145889,0,0.00065,1.6896555e-06,0,0,0
76626,1.031445624,0,0.00065,1.6896555e-06,0,0,0
76627,1.032745358,0,0.00065,1.6896542e-06,0,0,0
76628,1.034045092,0,0.00065,1.6896555e-06,0,0,0
76629,1.035344827,0,0.00065,1.6896555e-06,0,0,0
76630,1.036644562,0,0.00065,1.6896555e-06,0,0,0
76631,1.037944297,0,0.00065,1.6896542e-06,0,0,0
76632,1.039244031,0,0.00065,1.6896555e-06,0,0,0
76633,1.040543766,0,0.00065,1.6896555e-06,0,0,0
76634,1.041843502,0,0.00065,1.6896555e-06,0,0,0
76635,1.043143236,0,0.00065,1.6896542e-06,0,0,0
76636,1.044442971,0,0.00065,1.6896555e-06,0,0,0
76637,1.045742705,0,0.00065,1.6896555e-06,0,0,0
76638,1.04704244,0,0.00065,1.6896555e-06,0,0,0
76639,1.048342175,0,0.00065,1.6896542e-06,0,0,0
76640,1.04964191,0,0.00065,1.6896555e-06,0,0,0
76641,1.050941644,0,0.00065,1.6896555e-06,0,0,0
76642,1.05224138,0,0.00065,1.6896555e-06,0,0,0
76643,1.053541114,0,0.00065,1.6896542e-06,0,0,0
76644,1.054840849,0,0.00065,1.6896555e-06,0,0,0
76645,1.056140583,0,0.00065,1.6896555e-06,0,0,0
76646,1.057440319,0,0.00065,1.6896555e-06,0,0,0
76647,1.058740053,0,0.00065,1.6896542e-06,0,0,0
76648,1.060039787,0,0.00065,1.6896555e-06,0,0,0
76649,1.061339522,0,0.00065,1.6896555e-06,0,0,0
76650,1.062639257,0,0.00065,1.6896555e-06,0,0,0
76651,1.063938992,0,0.00065,1.6896542e-06,0,0,0
76652,1.065238726,0,0.00065,1.6896555e-06,0,0,0
76653,1.066538461,0,0.00065,1.6896555e-06,0,0,0
76654,1.067838197,0,0.00065,1.6896555e-06,0,0,0
76655,1.069137931,0,0.00065,1.6896542e-06,0,0,0
76656,1.070437665,0,0.00065,1.6896555e-06,0,0,0
76657,1.0717374,0,0.00065,1.6896555e-06,0,0,0
76658,1.073037135,0,0.00065,1.6896555e-06,0,0,0
76659,1.07433687,0,0.00065,1.6896542e-06,0,0,0
76660,1.075636604,0,0.00065,1.6896555e-06,0,0,0
76661,1.07693634,0,0.00065,1.6896555e-06,0,0,0
76662,1.078236075,0,0.00065,1.6896555e-06,0,0,0
76663,1.079535809,0,0.00065,1.6896542e-06,0,0,0
76664,1.080835544,0,0.00065,1.6896555e-06,0,0,0
76665,1.082135279,0,0.00065,1.6896555e-06,0,0,0
76666,1.083435013,0,0.00065,1.6896555e-06,0,0,0
76667,1.084734748,0,0.00065,1.6896542e-06,0,0,0
76668,1.086034482,0,0.00065,1.6896555e-06,0,0,0
76669,1.087334217,0,0.00065,1.6896555e-06,0,0,0
76670,1.088633952,0,0.00065,1.6896555e-06,0,0,0
76671,1.089933687,0,0.00065,1.6896542e-06,0,0,0
76672,1.091233422,0,0.00065,1.6896555e-06,0,0,0
76673,1.092533157,0,0.00065,1.6896555e-06,0,0,0
76674,1.093832891,0,0.00065,1.6896555e-06,0,0,0
76675,1.095132626,0,0.00065,1.6896542e-06,0,0,0
76676,1.09643236,0,0.00065,1.6896555e-06,0,0,0
76677,1.097732096,0,0.00065,1.6896555e-06,0,0,0
76678,1.09903183,0,0.00065,1.6896555e-06,0,0,0
76679,1.100331565,0,0.00065,1.6896542e-06,0,0,0
76680,1.101631299,0,0.00065,1.6896555e-06,0,0,0
76681,1.102931034,0,0.00065,1.6896555e-06,0,0,0
76682,1.104230769,0,0.00065,1.6896555e-06,0,0,0
76683,1.105530504,0,0.00065,1.6896542e-06,0,0,0
76684,1.106830238,0,0.00065,1.6896555e-06,0,0,0
76685,1.108129974,0,0.00065,1.6896555e-06,0,0,0
76686,1.109429709,0,0.00065,1.6896555e-06,0,0,0
76687,1.110729443,0,0.00065,1.6896542e-06,0,0,0
76688,1.112029177,0,0.00065,1.6896555e-06,0,0,0
76689,1.113328912,0,0.00065,1.6896555e-06,0,0,0
76690,1.114628647,0,0.00065,1.6896555e-06,0,0,0
76691,1.115928382,0,0.00065,1.6896542e-06,0,0,0
76692,1.117228116,0,0.00065,1.6896555e-06,0,0,0
76693,1.118527852,0,0.00065,1.6896555e-06,0,0,0
76694,1.119827587,0,0.00065,1.6896555e-06,0,0,0
76695,1.121127321,0,0.00065,1.6896542e-06,0,0,0
76696,1.122427055,0,0.00065,1.6896555e-06,0,0,0
76697,1.12372679,0,0.00065,1.6896555e-06,0,0,0
76698,1.125026526,0,0.00065,1.6896555e-06,0,0,0
76699,1.12632626,0,0.00065,1.6896542e-06,0,0,0
76700,1.127625995,0,0.00065,1.6896555e-06,0,0,0
76701,1.128925729,0,0.00065,1.6896555e-06,0,0,0
76702,1.130225465,0,0.00065,1.6896555e-06,0,0,0
76703,1.131525199,0,0.00065,1.6896542e-06,0,0,0
76704,1.132824933,0,0.00065,1.6896555e-06,0,0,0
76705,1.134124668,0,0.00065,1.6896555e-06,0,0,0
76706,1.135424403,0,0.00065,1.6896555e-06,0,0,0
