cellI,inCellI,cellCenter,surfNorm,surfNormIn,bodyOut,bodyIn,yOrtho,sigma,order,intPoints,intCells
36530,36930,(0.1525 -0.0425 0.0025),(-0.07465878098 -0.9972091388 0),(-0.07496066001 -0.9971864918 0),0.30921545,1,0.002266715138,0.002020149331,2,3((0.1526508219 -0.04048548863 0.0025) (0.1521267061 -0.04748604569 0.0025) (0.1517513344 -0.05249984487 0.0025)),2(36130 35730)
36531,36931,(0.1575 -0.0425 0.0025),(-0.07080157482 -0.9974904195 0),(-0.07107846884 -0.997470727 0),0.34094025,1,0.00208490095,0.001656520954,2,3((0.1576172843 -0.04084763622 0.0025) (0.1571459921 -0.0474874521 0.0025) (0.1567902119 -0.05249987451 0.0025)),2(36131 35731)
36532,36932,(0.1625 -0.0425 0.0025),(-0.06708559171 -0.9977472242 0),(-0.06733571554 -0.9977303751 0),0.37238607,1,0.001912599357,0.001311917769,2,3((0.1625880108 -0.04119103769 0.0025) (0.162164572 -0.04748873612 0.0025) (0.1618276362 -0.05249989884 0.0025)),2(36132 35732)
36533,36933,(0.1675 -0.0425 0.0025),(-0.06349653385 -0.9979820591 0),(-0.06372474153 -0.9979675132 0),0.40321223,1,0.001749367327,0.0009854537075,2,3((0.1675625729 -0.04151653488 0.0025) (0.1671825173 -0.0474899103 0.0025) (0.1668637559 -0.0524999188 0.0025)),2(36133 35733)
36534,36934,(0.1725 -0.0425 0.0025),(-0.06002377022 -0.998196948 0),(-0.06023566709 -0.9981841836 0),0.43309842,1,0.001594954111,0.0006766272764,2,3((0.1725406137 -0.04182459272 0.0025) (0.1721998811 -0.04749098474 0.0025) (0.171898682 -0.05249993516 0.0025)),2(36134 35734)
36535,36935,(0.1775 -0.0425 0.0025),(-0.05665348367 -0.9983939016 0),(-0.05686293428 -0.9983819944 0),0.46179899,1,0.001449035152,0.0003847893575,2,3((0.1775217997 -0.04211582865 0.0025) (0.1772167326 -0.04749196951 0.0025) (0.1769325567 -0.05249994853 0.0025)),2(36135 35735)
36536,36936,(0.1825 -0.0425 0.0025),(-0.05335683309 -0.9985755096 0),(-0.05360003434 -0.9985624849 0),0.48910832,1,0.001311396838,0.0001095127312,2,3((0.1825058433 -0.04239064327 0.0025) (0.1822332158 -0.04749287755 0.0025) (0.1819656727 -0.0524999595 0.0025)),2(36136 35736)
36586,36986,(0.4325 -0.0425 0.0025),(0.035365283 -0.9993744527 0),(0.03541650326 -0.9993726389 0),0.49726134,1,0.001270406654,2.753236331e-05,2,3((0.4324990263 -0.04247248486 0.0025) (0.4326768264 -0.04749687226 0.0025) (0.4328538739 -0.05249999218 0.0025)),2(36186 35786)
36587,36987,(0.4375 -0.0425 0.0025),(0.03637501376 -0.9993382102 0),(0.03637082676 -0.9993383626 0),0.47944008,1,0.001360044489,0.0002068080332,2,3((0.4374924774 -0.04229332883 0.0025) (0.4376818751 -0.04749669105 0.0025) (0.4378639907 -0.05249999125 0.0025)),2(36187 35787)
36588,36988,(0.4425 -0.0425 0.0025),(0.03729358601 -0.9993043523 0),(0.037307489 -0.9993038333 0),0.46119986,1,0.001452064679,0.0003908484115,2,3((0.4424854239 -0.04210942348 0.0025) (0.4426864679 -0.04749652176 0.0025) (0.4428731951 -0.05249999033 0.0025)),2(36188 35788)
36589,36989,(0.4475 -0.0425 0.0025),(0.03820631684 -0.9992698721 0),(0.03822657534 -0.9992690974 0),0.44260988,1,0.00154639241,0.0005795038752,2,3((0.4474778593 -0.04192091924 0.0025) (0.4476910316 -0.04749634936 0.0025) (0.4478823419 -0.05249998935 0.0025)),2(36189 35789)
36590,36990,(0.4525 -0.0425 0.0025),(0.03910502262 -0.9992351061 0),(0.03912859596 -0.9992341833 0),0.42373375,1,0.001643012787,0.0007727446281,2,3((0.4524697818 -0.04172784644 0.0025) (0.4526955251 -0.04749617553 0.0025) (0.4528913491 -0.05249998831 0.0025)),2(36190 35790)
36591,36991,(0.4575 -0.0425 0.0025),(0.0399892962 -0.9992001082 0),(0.04001404946 -0.9991991172 0),0.40465336,1,0.001741845727,0.000970410508,2,3((0.457461194 -0.04153036572 0.0025) (0.4576999465 -0.04749600054 0.0025) (0.4579002126 -0.05249998722 0.0025)),2(36191 35791)
36592,36992,(0.4625 -0.0425 0.0025),(0.04085714444 -0.9991649983 0),(0.04088342554 -0.9991639232 0),0.38544589,1,0.001842858429,0.001172435911,2,3((0.4624520976 -0.04132854307 0.0025) (0.4627042857 -0.04749582499 0.0025) (0.4629089123 -0.05249998607 0.0025)),2(36192 35792)
36593,36993,(0.4675 -0.0425 0.0025),(0.04170984629 -0.9991297657 0),(0.04173719823 -0.9991286235 0),0.36618664,1,0.001946047734,0.001378814522,2,3((0.4674424899 -0.04112238537 0.0025) (0.4677085492 -0.04749564883 0.0025) (0.4679174611 -0.05249998487 0.0025)),2(36193 35793)
36594,36994,(0.4725 -0.0425 0.0025),(0.04254771625 -0.9990944359 0),(0.04257584243 -0.9990932377 0),0.34696454,1,0.002051351025,0.001589421104,2,3((0.4724323738 -0.04091201822 0.0025) (0.4727127386 -0.04749547218 0.0025) (0.4729258621 -0.05249998362 0.0025)),2(36194 35794)
36595,36995,(0.4775 -0.0425 0.0025),(0.04337112517 -0.99905903 0),(0.04339981806 -0.999057784 0),0.3278686,1,0.00215870845,0.001804135953,2,3((0.4774217526 -0.04069756168 0.0025) (0.4777168556 -0.04749529515 0.0025) (0.477934119 -0.05249998232 0.0025)),2(36195 35795)
36596,36996,(0.4825 -0.0425 0.0025),(0.04418047397 -0.9990235661 0),(0.04420957651 -0.9990222787 0),0.30897781,1,0.002268113498,0.002022946051,2,3((0.4824106253 -0.04047902922 0.0025) (0.4827209024 -0.04749511783 0.0025) (0.4829422357 -0.05249998096 0.0025)),2(36196 35796)
36597,36997,(0.4875 -0.0425 0.0025),(0.04497617203 -0.99898806 0),(0.04500556181 -0.9989867364 0),0.290374,1,0.002379534593,0.002245788241,2,3((0.487398993 -0.04025648436 0.0025) (0.4877248809 -0.0474949403 0.0025) (0.4879502164 -0.05249997955 0.0025)),2(36197 35797)
36598,36998,(0.4925 -0.0425 0.0025),(0.04575863288 -0.9989525252 0),(0.04578821594 -0.9989511696 0),0.27213797,0.73175531,0.002492926299,0.002472571652,2,3((0.4923868585 -0.0400300183 0.0025) (0.4927287932 -0.04749476263 0.0025) (0.4929580651 -0.05249997809 0.0025)),2(36198 35798)
36599,36999,(0.4975 -0.0425 0.0025),(0.04652827156 -0.9989169735 0),(0.04655796665 -0.9989155899 0),0,0.71334788,0.002608250509,0.002291357878,2,3((0.4973933871 -0.04021112372 0.0025) (0.4977326414 -0.04749458487 0.0025) (0.4979657861 -0.05249997658 0.0025)),2(36199 35799)
36600,37000,(0.5025 -0.0425 0.0025),(0.04728549624 -0.9988814153 0),(0.04731523979 -0.9988800068 0),0,0.69388279,0.002725487624,0.002056705732,2,3((0.5024027476 -0.04044559487 0.0025) (0.5027364275 -0.04749440708 0.0025) (0.5029733833 -0.05249997502 0.0025)),2(36200 35800)
36601,37001,(0.5075 -0.0425 0.0025),(0.04803072321 -0.9988458588 0),(0.04806045747 -0.9988444285 0),0,0.67336683,0.002844631839,0.001818239411,2,3((0.5074126686 -0.04068385909 0.0025) (0.5077401536 -0.04749422929 0.0025) (0.5079808609 -0.05249997341 0.0025)),2(36201 35801)
