cellI,cellCenter,surfNorm,body,sigma,order,intPoints,intCells
5554,(0.1501351351 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1501351351 0.01 0.00065) (0.1501351351 0.01155827869 0.00065) (0.1501351351 0.01285483606 0.00065)),2(6331 7108)
5555,(0.1514350064 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1514350064 0.01 0.00065) (0.1514350064 0.01155827869 0.00065) (0.1514350064 0.01285483606 0.00065)),2(6332 7109)
5556,(0.1527348778 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1527348778 0.01 0.00065) (0.1527348778 0.01155827869 0.00065) (0.1527348778 0.01285483606 0.00065)),2(6333 7110)
5557,(0.154034749 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.154034749 0.01 0.00065) (0.154034749 0.01155827869 0.00065) (0.154034749 0.01285483606 0.00065)),2(6334 7111)
5558,(0.1553346203 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1553346203 0.01 0.00065) (0.1553346203 0.01155827869 0.00065) (0.1553346203 0.01285483606 0.00065)),2(6335 7112)
5559,(0.1566344916 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1566344916 0.01 0.00065) (0.1566344916 0.01155827869 0.00065) (0.1566344916 0.01285483606 0.00065)),2(6336 7113)
5560,(0.1579343629 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1579343629 0.01 0.00065) (0.1579343629 0.01155827869 0.00065) (0.1579343629 0.01285483606 0.00065)),2(6337 7114)
5561,(0.1592342342 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1592342342 0.01 0.00065) (0.1592342342 0.01155827869 0.00065) (0.1592342342 0.01285483606 0.00065)),2(6338 7115)
5562,(0.1605341056 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1605341056 0.01 0.00065) (0.1605341056 0.01155827869 0.00065) (0.1605341056 0.01285483607 0.00065)),2(6339 7116)
5563,(0.1618339769 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1618339769 0.01 0.00065) (0.1618339769 0.01155827869 0.00065) (0.1618339769 0.01285483606 0.00065)),2(6340 7117)
5564,(0.1631338481 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1631338481 0.01 0.00065) (0.1631338481 0.01155827869 0.00065) (0.1631338481 0.01285483606 0.00065)),2(6341 7118)
5565,(0.1644337194 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1644337194 0.01 0.00065) (0.1644337194 0.01155827869 0.00065) (0.1644337194 0.01285483606 0.00065)),2(6342 7119)
5566,(0.1657335907 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1657335907 0.01 0.00065) (0.1657335907 0.01155827869 0.00065) (0.1657335907 0.01285483606 0.00065)),2(6343 7120)
5567,(0.167033462 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.167033462 0.01 0.00065) (0.167033462 0.01155827869 0.00065) (0.167033462 0.01285483607 0.00065)),2(6344 7121)
5568,(0.1683333334 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1683333334 0.01 0.00065) (0.1683333334 0.01155827869 0.00065) (0.1683333334 0.01285483606 0.00065)),2(6345 7122)
5569,(0.1696332046 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1696332046 0.01 0.00065) (0.1696332046 0.01155827869 0.00065) (0.1696332046 0.01285483606 0.00065)),2(6346 7123)
5570,(0.1709330759 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1709330759 0.01 0.00065) (0.1709330759 0.01155827869 0.00065) (0.1709330759 0.01285483606 0.00065)),2(6347 7124)
5571,(0.1722329472 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1722329472 0.01 0.00065) (0.1722329472 0.01155827869 0.00065) (0.1722329472 0.01285483606 0.00065)),2(6348 7125)
5572,(0.1735328186 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1735328186 0.01 0.00065) (0.1735328186 0.01155827869 0.00065) (0.1735328186 0.01285483606 0.00065)),2(6349 7126)
5573,(0.1748326898 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1748326898 0.01 0.00065) (0.1748326898 0.01155827869 0.00065) (0.1748326898 0.01285483607 0.00065)),2(6350 7127)
5574,(0.1761325611 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1761325611 0.01 0.00065) (0.1761325611 0.01155827869 0.00065) (0.1761325611 0.01285483606 0.00065)),2(6351 7128)
5575,(0.1774324324 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1774324324 0.01 0.00065) (0.1774324324 0.01155827869 0.00065) (0.1774324324 0.01285483606 0.00065)),2(6352 7129)
5576,(0.1787323037 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1787323037 0.01 0.00065) (0.1787323037 0.01155827869 0.00065) (0.1787323037 0.01285483606 0.00065)),2(6353 7130)
5577,(0.180032175 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.180032175 0.01 0.00065) (0.180032175 0.01155827869 0.00065) (0.180032175 0.01285483606 0.00065)),2(6354 7131)
5578,(0.1813320463 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1813320463 0.01 0.00065) (0.1813320463 0.01155827869 0.00065) (0.1813320463 0.01285483607 0.00065)),2(6355 7132)
5579,(0.1826319176 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1826319176 0.01 0.00065) (0.1826319176 0.01155827869 0.00065) (0.1826319176 0.01285483606 0.00065)),2(6356 7133)
5580,(0.1839317889 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1839317889 0.01 0.00065) (0.1839317889 0.01155827869 0.00065) (0.1839317889 0.01285483606 0.00065)),2(6357 7134)
5581,(0.1852316603 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1852316603 0.01 0.00065) (0.1852316603 0.01155827869 0.00065) (0.1852316603 0.01285483606 0.00065)),2(6358 7135)
5582,(0.1865315315 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1865315315 0.01 0.00065) (0.1865315315 0.01155827869 0.00065) (0.1865315315 0.01285483606 0.00065)),2(6359 7136)
5583,(0.1878314028 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1878314028 0.01 0.00065) (0.1878314028 0.01155827869 0.00065) (0.1878314028 0.01285483606 0.00065)),2(6360 7137)
5584,(0.1891312742 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1891312742 0.01 0.00065) (0.1891312742 0.01155827869 0.00065) (0.1891312742 0.01285483606 0.00065)),2(6361 7138)
5585,(0.1904311454 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1904311454 0.01 0.00065) (0.1904311454 0.01155827869 0.00065) (0.1904311454 0.01285483606 0.00065)),2(6362 7139)
5586,(0.1917310167 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1917310167 0.01 0.00065) (0.1917310167 0.01155827869 0.00065) (0.1917310167 0.01285483606 0.00065)),2(6363 7140)
5587,(0.193030888 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.193030888 0.01 0.00065) (0.193030888 0.01155827869 0.00065) (0.193030888 0.01285483606 0.00065)),2(6364 7141)
5588,(0.1943307593 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1943307593 0.01 0.00065) (0.1943307593 0.01155827869 0.00065) (0.1943307593 0.01285483606 0.00065)),2(6365 7142)
5589,(0.1956306306 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1956306306 0.01 0.00065) (0.1956306306 0.01155827869 0.00065) (0.1956306306 0.01285483606 0.00065)),2(6366 7143)
5590,(0.1969305019 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1969305019 0.01 0.00065) (0.1969305019 0.01155827869 0.00065) (0.1969305019 0.01285483606 0.00065)),2(6367 7144)
5591,(0.1982303732 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1982303732 0.01 0.00065) (0.1982303732 0.01155827869 0.00065) (0.1982303732 0.01285483606 0.00065)),2(6368 7145)
5592,(0.1995302445 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.1995302445 0.01 0.00065) (0.1995302445 0.01155827869 0.00065) (0.1995302445 0.01285483606 0.00065)),2(6369 7146)
5593,(0.2008301158 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2008301158 0.01 0.00065) (0.2008301158 0.01155827869 0.00065) (0.2008301158 0.01285483606 0.00065)),2(6370 7147)
5594,(0.2021299871 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2021299871 0.01 0.00065) (0.2021299871 0.01155827869 0.00065) (0.2021299871 0.01285483606 0.00065)),2(6371 7148)
5595,(0.2034298585 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2034298585 0.01 0.00065) (0.2034298585 0.01155827869 0.00065) (0.2034298585 0.01285483607 0.00065)),2(6372 7149)
5596,(0.2047297298 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2047297298 0.01 0.00065) (0.2047297298 0.01155827869 0.00065) (0.2047297298 0.01285483606 0.00065)),2(6373 7150)
5597,(0.206029601 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.206029601 0.01 0.00065) (0.206029601 0.01155827869 0.00065) (0.206029601 0.01285483606 0.00065)),2(6374 7151)
5598,(0.2073294723 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2073294723 0.01 0.00065) (0.2073294723 0.01155827869 0.00065) (0.2073294723 0.01285483606 0.00065)),2(6375 7152)
5599,(0.2086293437 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2086293437 0.01 0.00065) (0.2086293437 0.01155827869 0.00065) (0.2086293437 0.01285483606 0.00065)),2(6376 7153)
5600,(0.2099292149 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2099292149 0.01 0.00065) (0.2099292149 0.01155827869 0.00065) (0.2099292149 0.01285483607 0.00065)),2(6377 7154)
5601,(0.2112290863 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2112290863 0.01 0.00065) (0.2112290863 0.01155827869 0.00065) (0.2112290863 0.01285483606 0.00065)),2(6378 7155)
5602,(0.2125289575 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2125289575 0.01 0.00065) (0.2125289575 0.01155827869 0.00065) (0.2125289575 0.01285483606 0.00065)),2(6379 7156)
5603,(0.2138288288 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2138288288 0.01 0.00065) (0.2138288288 0.01155827869 0.00065) (0.2138288288 0.01285483606 0.00065)),2(6380 7157)
5604,(0.2151287002 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2151287002 0.01 0.00065) (0.2151287002 0.01155827869 0.00065) (0.2151287002 0.01285483606 0.00065)),2(6381 7158)
5605,(0.2164285714 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2164285714 0.01 0.00065) (0.2164285714 0.01155827869 0.00065) (0.2164285714 0.01285483606 0.00065)),2(6382 7159)
5606,(0.2177284428 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2177284428 0.01 0.00065) (0.2177284428 0.01155827869 0.00065) (0.2177284428 0.01285483607 0.00065)),2(6383 7160)
5607,(0.219028314 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.219028314 0.01 0.00065) (0.219028314 0.01155827869 0.00065) (0.219028314 0.01285483606 0.00065)),2(6384 7161)
5608,(0.2203281853 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2203281853 0.01 0.00065) (0.2203281853 0.01155827869 0.00065) (0.2203281853 0.01285483606 0.00065)),2(6385 7162)
5609,(0.2216280567 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2216280567 0.01 0.00065) (0.2216280567 0.01155827869 0.00065) (0.2216280567 0.01285483606 0.00065)),2(6386 7163)
5610,(0.2229279279 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2229279279 0.01 0.00065) (0.2229279279 0.01155827869 0.00065) (0.2229279279 0.01285483606 0.00065)),2(6387 7164)
5611,(0.2242277992 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2242277992 0.01 0.00065) (0.2242277992 0.01155827869 0.00065) (0.2242277992 0.01285483606 0.00065)),2(6388 7165)
5612,(0.2255276705 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2255276705 0.01 0.00065) (0.2255276705 0.01155827869 0.00065) (0.2255276705 0.01285483606 0.00065)),2(6389 7166)
5613,(0.2268275418 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2268275418 0.01 0.00065) (0.2268275418 0.01155827869 0.00065) (0.2268275418 0.01285483606 0.00065)),2(6390 7167)
5614,(0.2281274131 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2281274131 0.01 0.00065) (0.2281274131 0.01155827869 0.00065) (0.2281274131 0.01285483606 0.00065)),2(6391 7168)
5615,(0.2294272845 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2294272845 0.01 0.00065) (0.2294272845 0.01155827869 0.00065) (0.2294272845 0.01285483606 0.00065)),2(6392 7169)
5616,(0.2307271558 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2307271558 0.01 0.00065) (0.2307271558 0.01155827869 0.00065) (0.2307271558 0.01285483606 0.00065)),2(6393 7170)
5617,(0.2320270271 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2320270271 0.01 0.00065) (0.2320270271 0.01155827869 0.00065) (0.2320270271 0.01285483606 0.00065)),2(6394 7171)
5618,(0.2333268983 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2333268983 0.01 0.00065) (0.2333268983 0.01155827869 0.00065) (0.2333268983 0.01285483606 0.00065)),2(6395 7172)
5619,(0.2346267696 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2346267696 0.01 0.00065) (0.2346267696 0.01155827869 0.00065) (0.2346267696 0.01285483606 0.00065)),2(6396 7173)
5620,(0.2359266409 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2359266409 0.01 0.00065) (0.2359266409 0.01155827869 0.00065) (0.2359266409 0.01285483606 0.00065)),2(6397 7174)
5621,(0.2372265123 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2372265123 0.01 0.00065) (0.2372265123 0.01155827869 0.00065) (0.2372265123 0.01285483606 0.00065)),2(6398 7175)
5622,(0.2385263836 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2385263836 0.01 0.00065) (0.2385263836 0.01155827869 0.00065) (0.2385263836 0.01285483607 0.00065)),2(6399 7176)
5623,(0.2398262548 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2398262548 0.01 0.00065) (0.2398262548 0.01155827869 0.00065) (0.2398262548 0.01285483606 0.00065)),2(6400 7177)
5624,(0.2411261261 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2411261261 0.01 0.00065) (0.2411261261 0.01155827869 0.00065) (0.2411261261 0.01285483606 0.00065)),2(6401 7178)
5625,(0.2424259975 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2424259975 0.01 0.00065) (0.2424259975 0.01155827869 0.00065) (0.2424259975 0.01285483606 0.00065)),2(6402 7179)
5626,(0.2437258687 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2437258687 0.01 0.00065) (0.2437258687 0.01155827869 0.00065) (0.2437258687 0.01285483606 0.00065)),2(6403 7180)
5627,(0.24502574 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.24502574 0.01 0.00065) (0.24502574 0.01155827869 0.00065) (0.24502574 0.01285483606 0.00065)),2(6404 7181)
5628,(0.2463256113 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2463256113 0.01 0.00065) (0.2463256113 0.01155827869 0.00065) (0.2463256113 0.01285483606 0.00065)),2(6405 7182)
5629,(0.2476254826 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2476254826 0.01 0.00065) (0.2476254826 0.01155827869 0.00065) (0.2476254826 0.01285483606 0.00065)),2(6406 7183)
5630,(0.2489253539 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2489253539 0.01 0.00065) (0.2489253539 0.01155827869 0.00065) (0.2489253539 0.01285483606 0.00065)),2(6407 7184)
5631,(0.2502252253 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2502252253 0.01 0.00065) (0.2502252253 0.01155827869 0.00065) (0.2502252253 0.01285483606 0.00065)),2(6408 7185)
5632,(0.2515250965 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2515250965 0.01 0.00065) (0.2515250965 0.01155827869 0.00065) (0.2515250965 0.01285483606 0.00065)),2(6409 7186)
5633,(0.2528249678 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2528249678 0.01 0.00065) (0.2528249678 0.01155827869 0.00065) (0.2528249678 0.01285483606 0.00065)),2(6410 7187)
5634,(0.2541248392 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2541248392 0.01 0.00065) (0.2541248392 0.01155827869 0.00065) (0.2541248392 0.01285483606 0.00065)),2(6411 7188)
5635,(0.2554247105 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2554247105 0.01 0.00065) (0.2554247105 0.01155827869 0.00065) (0.2554247105 0.01285483606 0.00065)),2(6412 7189)
5636,(0.2567245818 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2567245818 0.01 0.00065) (0.2567245818 0.01155827869 0.00065) (0.2567245818 0.01285483607 0.00065)),2(6413 7190)
5637,(0.258024453 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.258024453 0.01 0.00065) (0.258024453 0.01155827869 0.00065) (0.258024453 0.01285483606 0.00065)),2(6414 7191)
5638,(0.2593243244 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2593243244 0.01 0.00065) (0.2593243244 0.01155827869 0.00065) (0.2593243244 0.01285483606 0.00065)),2(6415 7192)
5639,(0.2606241957 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2606241957 0.01 0.00065) (0.2606241957 0.01155827869 0.00065) (0.2606241957 0.01285483606 0.00065)),2(6416 7193)
5640,(0.2619240669 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2619240669 0.01 0.00065) (0.2619240669 0.01155827869 0.00065) (0.2619240669 0.01285483606 0.00065)),2(6417 7194)
5641,(0.2632239382 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2632239382 0.01 0.00065) (0.2632239382 0.01155827869 0.00065) (0.2632239382 0.01285483606 0.00065)),2(6418 7195)
5642,(0.2645238095 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2645238095 0.01 0.00065) (0.2645238095 0.01155827869 0.00065) (0.2645238095 0.01285483606 0.00065)),2(6419 7196)
5643,(0.2658236808 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2658236808 0.01 0.00065) (0.2658236808 0.01155827869 0.00065) (0.2658236808 0.01285483606 0.00065)),2(6420 7197)
5644,(0.2671235521 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2671235521 0.01 0.00065) (0.2671235521 0.01155827869 0.00065) (0.2671235521 0.01285483606 0.00065)),2(6421 7198)
5645,(0.2684234234 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2684234234 0.01 0.00065) (0.2684234234 0.01155827869 0.00065) (0.2684234234 0.01285483606 0.00065)),2(6422 7199)
5646,(0.2697232947 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2697232947 0.01 0.00065) (0.2697232947 0.01155827869 0.00065) (0.2697232947 0.01285483606 0.00065)),2(6423 7200)
5647,(0.271023166 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.271023166 0.01 0.00065) (0.271023166 0.01155827869 0.00065) (0.271023166 0.01285483606 0.00065)),2(6424 7201)
5648,(0.2723230374 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2723230374 0.01 0.00065) (0.2723230374 0.01155827869 0.00065) (0.2723230374 0.01285483607 0.00065)),2(6425 7202)
5649,(0.2736229086 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2736229086 0.01 0.00065) (0.2736229086 0.01155827869 0.00065) (0.2736229086 0.01285483606 0.00065)),2(6426 7203)
5650,(0.2749227799 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2749227799 0.01 0.00065) (0.2749227799 0.01155827869 0.00065) (0.2749227799 0.01285483606 0.00065)),2(6427 7204)
5651,(0.2762226513 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2762226513 0.01 0.00065) (0.2762226513 0.01155827869 0.00065) (0.2762226513 0.01285483606 0.00065)),2(6428 7205)
5652,(0.2775225225 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2775225225 0.01 0.00065) (0.2775225225 0.01155827869 0.00065) (0.2775225225 0.01285483606 0.00065)),2(6429 7206)
5653,(0.2788223938 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2788223938 0.01 0.00065) (0.2788223938 0.01155827869 0.00065) (0.2788223938 0.01285483606 0.00065)),2(6430 7207)
5654,(0.2801222651 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2801222651 0.01 0.00065) (0.2801222651 0.01155827869 0.00065) (0.2801222651 0.01285483606 0.00065)),2(6431 7208)
5655,(0.2814221364 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2814221364 0.01 0.00065) (0.2814221364 0.01155827869 0.00065) (0.2814221364 0.01285483606 0.00065)),2(6432 7209)
5656,(0.2827220077 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2827220077 0.01 0.00065) (0.2827220077 0.01155827869 0.00065) (0.2827220077 0.01285483606 0.00065)),2(6433 7210)
5657,(0.2840218791 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2840218791 0.01 0.00065) (0.2840218791 0.01155827869 0.00065) (0.2840218791 0.01285483606 0.00065)),2(6434 7211)
5658,(0.2853217504 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2853217504 0.01 0.00065) (0.2853217504 0.01155827869 0.00065) (0.2853217504 0.01285483607 0.00065)),2(6435 7212)
5659,(0.2866216216 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2866216216 0.01 0.00065) (0.2866216216 0.01155827869 0.00065) (0.2866216216 0.01285483606 0.00065)),2(6436 7213)
5660,(0.2879214929 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2879214929 0.01 0.00065) (0.2879214929 0.01155827869 0.00065) (0.2879214929 0.01285483606 0.00065)),2(6437 7214)
5661,(0.2892213642 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2892213642 0.01 0.00065) (0.2892213642 0.01155827869 0.00065) (0.2892213642 0.01285483607 0.00065)),2(6438 7215)
5662,(0.2905212355 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2905212355 0.01 0.00065) (0.2905212355 0.01155827869 0.00065) (0.2905212355 0.01285483607 0.00065)),2(6439 7216)
5663,(0.2918211069 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2918211069 0.01 0.00065) (0.2918211069 0.01155827869 0.00065) (0.2918211069 0.01285483606 0.00065)),2(6440 7217)
5664,(0.2931209781 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2931209781 0.01 0.00065) (0.2931209781 0.01155827869 0.00065) (0.2931209781 0.01285483607 0.00065)),2(6441 7218)
5665,(0.2944208494 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2944208494 0.01 0.00065) (0.2944208494 0.01155827869 0.00065) (0.2944208494 0.01285483606 0.00065)),2(6442 7219)
5666,(0.2957207207 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2957207207 0.01 0.00065) (0.2957207207 0.01155827869 0.00065) (0.2957207207 0.01285483606 0.00065)),2(6443 7220)
5667,(0.297020592 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.297020592 0.01 0.00065) (0.297020592 0.01155827869 0.00065) (0.297020592 0.01285483606 0.00065)),2(6444 7221)
5668,(0.2983204633 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2983204633 0.01 0.00065) (0.2983204633 0.01155827869 0.00065) (0.2983204633 0.01285483607 0.00065)),2(6445 7222)
5669,(0.2996203346 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.2996203346 0.01 0.00065) (0.2996203346 0.01155827869 0.00065) (0.2996203346 0.01285483606 0.00065)),2(6446 7223)
5670,(0.3009202059 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.3009202059 0.01 0.00065) (0.3009202059 0.01155827869 0.00065) (0.3009202059 0.01285483606 0.00065)),2(6447 7224)
5671,(0.3022200772 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.3022200772 0.01 0.00065) (0.3022200772 0.01155827869 0.00065) (0.3022200772 0.01285483606 0.00065)),2(6448 7225)
5672,(0.3035199485 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.3035199485 0.01 0.00065) (0.3035199485 0.01155827869 0.00065) (0.3035199485 0.01285483606 0.00065)),2(6449 7226)
5673,(0.3048198199 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.3048198199 0.01 0.00065) (0.3048198199 0.01155827869 0.00065) (0.3048198199 0.01285483607 0.00065)),2(6450 7227)
5674,(0.3061196911 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.3061196911 0.01 0.00065) (0.3061196911 0.01155827869 0.00065) (0.3061196911 0.01285483607 0.00065)),2(6451 7228)
5675,(0.3074195624 0.010228125 0.00065),(0 1 0),0.4150482977,0.0002281250001,2,3((0.3074195624 0.01 0.00065) (0.3074195624 0.01155827869 0.00065) (0.3074195624 0.01285483606 0.00065)),2(6452 7229)
