cellI,inCellI,cellCenter,surfNorm,surfNormIn,bodyOut,bodyIn,yOrtho,sigma,order,intPoints,intCells
5534,4757,(0.1241377091 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1241377091 0.01 0.00065) (0.1241377091 0.01155827869 0.00065) (0.1241377091 0.01285483606 0.00065)),2(6311 7088)
5535,4758,(0.1254375805 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1254375805 0.01 0.00065) (0.1254375805 0.01155827869 0.00065) (0.1254375805 0.01285483607 0.00065)),2(6312 7089)
5536,4759,(0.1267374517 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1267374517 0.01 0.00065) (0.1267374517 0.01155827869 0.00065) (0.1267374517 0.01285483606 0.00065)),2(6313 7090)
5537,4760,(0.128037323 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.128037323 0.01 0.00065) (0.128037323 0.01155827869 0.00065) (0.128037323 0.01285483606 0.00065)),2(6314 7091)
5538,4761,(0.1293371943 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1293371943 0.01 0.00065) (0.1293371943 0.01155827869 0.00065) (0.1293371943 0.01285483606 0.00065)),2(6315 7092)
5539,4762,(0.1306370656 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1306370656 0.01 0.00065) (0.1306370656 0.01155827869 0.00065) (0.1306370656 0.01285483606 0.00065)),2(6316 7093)
5540,4763,(0.1319369369 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1319369369 0.01 0.00065) (0.1319369369 0.01155827869 0.00065) (0.1319369369 0.01285483606 0.00065)),2(6317 7094)
5541,4764,(0.1332368082 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1332368082 0.01 0.00065) (0.1332368082 0.01155827869 0.00065) (0.1332368082 0.01285483606 0.00065)),2(6318 7095)
5542,4765,(0.1345366795 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1345366795 0.01 0.00065) (0.1345366795 0.01155827869 0.00065) (0.1345366795 0.01285483606 0.00065)),2(6319 7096)
5543,4766,(0.1358365508 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1358365508 0.01 0.00065) (0.1358365508 0.01155827869 0.00065) (0.1358365508 0.01285483606 0.00065)),2(6320 7097)
5544,4767,(0.1371364221 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1371364221 0.01 0.00065) (0.1371364221 0.01155827869 0.00065) (0.1371364221 0.01285483606 0.00065)),2(6321 7098)
5545,4768,(0.1384362934 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1384362934 0.01 0.00065) (0.1384362934 0.01155827869 0.00065) (0.1384362934 0.01285483606 0.00065)),2(6322 7099)
5546,4769,(0.1397361647 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1397361647 0.01 0.00065) (0.1397361647 0.01155827869 0.00065) (0.1397361647 0.01285483606 0.00065)),2(6323 7100)
5547,4770,(0.141036036 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.141036036 0.01 0.00065) (0.141036036 0.01155827869 0.00065) (0.141036036 0.01285483606 0.00065)),2(6324 7101)
5548,4771,(0.1423359073 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1423359073 0.01 0.00065) (0.1423359073 0.01155827869 0.00065) (0.1423359073 0.01285483606 0.00065)),2(6325 7102)
5549,4772,(0.1436357786 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1436357786 0.01 0.00065) (0.1436357786 0.01155827869 0.00065) (0.1436357786 0.01285483606 0.00065)),2(6326 7103)
5550,4773,(0.1449356499 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1449356499 0.01 0.00065) (0.1449356499 0.01155827869 0.00065) (0.1449356499 0.01285483606 0.00065)),2(6327 7104)
5551,4774,(0.1462355213 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1462355213 0.01 0.00065) (0.1462355213 0.01155827869 0.00065) (0.1462355213 0.01285483606 0.00065)),2(6328 7105)
5552,4775,(0.1475353925 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1475353925 0.01 0.00065) (0.1475353925 0.01155827869 0.00065) (0.1475353925 0.01285483606 0.00065)),2(6329 7106)
5553,4776,(0.1488352638 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1488352638 0.01 0.00065) (0.1488352638 0.01155827869 0.00065) (0.1488352638 0.01285483606 0.00065)),2(6330 7107)
5554,4777,(0.1501351351 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1501351351 0.01 0.00065) (0.1501351351 0.01155827869 0.00065) (0.1501351351 0.01285483606 0.00065)),2(6331 7108)
5555,4778,(0.1514350064 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1514350064 0.01 0.00065) (0.1514350064 0.01155827869 0.00065) (0.1514350064 0.01285483606 0.00065)),2(6332 7109)
5556,4779,(0.1527348778 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1527348778 0.01 0.00065) (0.1527348778 0.01155827869 0.00065) (0.1527348778 0.01285483606 0.00065)),2(6333 7110)
5557,4780,(0.154034749 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.154034749 0.01 0.00065) (0.154034749 0.01155827869 0.00065) (0.154034749 0.01285483606 0.00065)),2(6334 7111)
5558,4781,(0.1553346203 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1553346203 0.01 0.00065) (0.1553346203 0.01155827869 0.00065) (0.1553346203 0.01285483606 0.00065)),2(6335 7112)
5559,4782,(0.1566344916 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1566344916 0.01 0.00065) (0.1566344916 0.01155827869 0.00065) (0.1566344916 0.01285483606 0.00065)),2(6336 7113)
5560,4783,(0.1579343629 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1579343629 0.01 0.00065) (0.1579343629 0.01155827869 0.00065) (0.1579343629 0.01285483606 0.00065)),2(6337 7114)
5561,4784,(0.1592342342 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1592342342 0.01 0.00065) (0.1592342342 0.01155827869 0.00065) (0.1592342342 0.01285483606 0.00065)),2(6338 7115)
5562,4785,(0.1605341056 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1605341056 0.01 0.00065) (0.1605341056 0.01155827869 0.00065) (0.1605341056 0.01285483607 0.00065)),2(6339 7116)
5563,4786,(0.1618339769 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1618339769 0.01 0.00065) (0.1618339769 0.01155827869 0.00065) (0.1618339769 0.01285483606 0.00065)),2(6340 7117)
5564,4787,(0.1631338481 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1631338481 0.01 0.00065) (0.1631338481 0.01155827869 0.00065) (0.1631338481 0.01285483606 0.00065)),2(6341 7118)
5565,4788,(0.1644337194 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1644337194 0.01 0.00065) (0.1644337194 0.01155827869 0.00065) (0.1644337194 0.01285483606 0.00065)),2(6342 7119)
5566,4789,(0.1657335907 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1657335907 0.01 0.00065) (0.1657335907 0.01155827869 0.00065) (0.1657335907 0.01285483606 0.00065)),2(6343 7120)
5567,4790,(0.167033462 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.167033462 0.01 0.00065) (0.167033462 0.01155827869 0.00065) (0.167033462 0.01285483607 0.00065)),2(6344 7121)
5568,4791,(0.1683333334 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1683333334 0.01 0.00065) (0.1683333334 0.01155827869 0.00065) (0.1683333334 0.01285483606 0.00065)),2(6345 7122)
5569,4792,(0.1696332046 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1696332046 0.01 0.00065) (0.1696332046 0.01155827869 0.00065) (0.1696332046 0.01285483606 0.00065)),2(6346 7123)
5570,4793,(0.1709330759 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1709330759 0.01 0.00065) (0.1709330759 0.01155827869 0.00065) (0.1709330759 0.01285483606 0.00065)),2(6347 7124)
5571,4794,(0.1722329472 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1722329472 0.01 0.00065) (0.1722329472 0.01155827869 0.00065) (0.1722329472 0.01285483606 0.00065)),2(6348 7125)
5572,4795,(0.1735328186 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1735328186 0.01 0.00065) (0.1735328186 0.01155827869 0.00065) (0.1735328186 0.01285483606 0.00065)),2(6349 7126)
5573,4796,(0.1748326898 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1748326898 0.01 0.00065) (0.1748326898 0.01155827869 0.00065) (0.1748326898 0.01285483607 0.00065)),2(6350 7127)
5574,4797,(0.1761325611 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1761325611 0.01 0.00065) (0.1761325611 0.01155827869 0.00065) (0.1761325611 0.01285483606 0.00065)),2(6351 7128)
5575,4798,(0.1774324324 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1774324324 0.01 0.00065) (0.1774324324 0.01155827869 0.00065) (0.1774324324 0.01285483606 0.00065)),2(6352 7129)
5576,4799,(0.1787323037 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1787323037 0.01 0.00065) (0.1787323037 0.01155827869 0.00065) (0.1787323037 0.01285483606 0.00065)),2(6353 7130)
5577,4800,(0.180032175 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.180032175 0.01 0.00065) (0.180032175 0.01155827869 0.00065) (0.180032175 0.01285483606 0.00065)),2(6354 7131)
5578,4801,(0.1813320463 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1813320463 0.01 0.00065) (0.1813320463 0.01155827869 0.00065) (0.1813320463 0.01285483607 0.00065)),2(6355 7132)
5579,4802,(0.1826319176 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1826319176 0.01 0.00065) (0.1826319176 0.01155827869 0.00065) (0.1826319176 0.01285483606 0.00065)),2(6356 7133)
5580,4803,(0.1839317889 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1839317889 0.01 0.00065) (0.1839317889 0.01155827869 0.00065) (0.1839317889 0.01285483606 0.00065)),2(6357 7134)
5581,4804,(0.1852316603 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1852316603 0.01 0.00065) (0.1852316603 0.01155827869 0.00065) (0.1852316603 0.01285483606 0.00065)),2(6358 7135)
5582,4805,(0.1865315315 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1865315315 0.01 0.00065) (0.1865315315 0.01155827869 0.00065) (0.1865315315 0.01285483606 0.00065)),2(6359 7136)
5583,4806,(0.1878314028 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1878314028 0.01 0.00065) (0.1878314028 0.01155827869 0.00065) (0.1878314028 0.01285483606 0.00065)),2(6360 7137)
5584,4807,(0.1891312742 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1891312742 0.01 0.00065) (0.1891312742 0.01155827869 0.00065) (0.1891312742 0.01285483606 0.00065)),2(6361 7138)
5585,4808,(0.1904311454 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1904311454 0.01 0.00065) (0.1904311454 0.01155827869 0.00065) (0.1904311454 0.01285483606 0.00065)),2(6362 7139)
5586,4809,(0.1917310167 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1917310167 0.01 0.00065) (0.1917310167 0.01155827869 0.00065) (0.1917310167 0.01285483606 0.00065)),2(6363 7140)
5587,4810,(0.193030888 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.193030888 0.01 0.00065) (0.193030888 0.01155827869 0.00065) (0.193030888 0.01285483606 0.00065)),2(6364 7141)
5588,4811,(0.1943307593 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1943307593 0.01 0.00065) (0.1943307593 0.01155827869 0.00065) (0.1943307593 0.01285483606 0.00065)),2(6365 7142)
5589,4812,(0.1956306306 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1956306306 0.01 0.00065) (0.1956306306 0.01155827869 0.00065) (0.1956306306 0.01285483606 0.00065)),2(6366 7143)
5590,4813,(0.1969305019 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1969305019 0.01 0.00065) (0.1969305019 0.01155827869 0.00065) (0.1969305019 0.01285483606 0.00065)),2(6367 7144)
5591,4814,(0.1982303732 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1982303732 0.01 0.00065) (0.1982303732 0.01155827869 0.00065) (0.1982303732 0.01285483606 0.00065)),2(6368 7145)
5592,4815,(0.1995302445 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.1995302445 0.01 0.00065) (0.1995302445 0.01155827869 0.00065) (0.1995302445 0.01285483606 0.00065)),2(6369 7146)
5593,4816,(0.2008301158 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2008301158 0.01 0.00065) (0.2008301158 0.01155827869 0.00065) (0.2008301158 0.01285483606 0.00065)),2(6370 7147)
5594,4817,(0.2021299871 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2021299871 0.01 0.00065) (0.2021299871 0.01155827869 0.00065) (0.2021299871 0.01285483606 0.00065)),2(6371 7148)
5595,4818,(0.2034298585 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2034298585 0.01 0.00065) (0.2034298585 0.01155827869 0.00065) (0.2034298585 0.01285483607 0.00065)),2(6372 7149)
5596,4819,(0.2047297298 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2047297298 0.01 0.00065) (0.2047297298 0.01155827869 0.00065) (0.2047297298 0.01285483606 0.00065)),2(6373 7150)
5597,4820,(0.206029601 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.206029601 0.01 0.00065) (0.206029601 0.01155827869 0.00065) (0.206029601 0.01285483606 0.00065)),2(6374 7151)
5598,4821,(0.2073294723 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2073294723 0.01 0.00065) (0.2073294723 0.01155827869 0.00065) (0.2073294723 0.01285483606 0.00065)),2(6375 7152)
5599,4822,(0.2086293437 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2086293437 0.01 0.00065) (0.2086293437 0.01155827869 0.00065) (0.2086293437 0.01285483606 0.00065)),2(6376 7153)
5600,4823,(0.2099292149 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2099292149 0.01 0.00065) (0.2099292149 0.01155827869 0.00065) (0.2099292149 0.01285483607 0.00065)),2(6377 7154)
5601,4824,(0.2112290863 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2112290863 0.01 0.00065) (0.2112290863 0.01155827869 0.00065) (0.2112290863 0.01285483606 0.00065)),2(6378 7155)
5602,4825,(0.2125289575 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2125289575 0.01 0.00065) (0.2125289575 0.01155827869 0.00065) (0.2125289575 0.01285483606 0.00065)),2(6379 7156)
5603,4826,(0.2138288288 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2138288288 0.01 0.00065) (0.2138288288 0.01155827869 0.00065) (0.2138288288 0.01285483606 0.00065)),2(6380 7157)
5604,4827,(0.2151287002 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2151287002 0.01 0.00065) (0.2151287002 0.01155827869 0.00065) (0.2151287002 0.01285483606 0.00065)),2(6381 7158)
5605,4828,(0.2164285714 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2164285714 0.01 0.00065) (0.2164285714 0.01155827869 0.00065) (0.2164285714 0.01285483606 0.00065)),2(6382 7159)
5606,4829,(0.2177284428 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2177284428 0.01 0.00065) (0.2177284428 0.01155827869 0.00065) (0.2177284428 0.01285483607 0.00065)),2(6383 7160)
5607,4830,(0.219028314 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.219028314 0.01 0.00065) (0.219028314 0.01155827869 0.00065) (0.219028314 0.01285483606 0.00065)),2(6384 7161)
5608,4831,(0.2203281853 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2203281853 0.01 0.00065) (0.2203281853 0.01155827869 0.00065) (0.2203281853 0.01285483606 0.00065)),2(6385 7162)
5609,4832,(0.2216280567 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2216280567 0.01 0.00065) (0.2216280567 0.01155827869 0.00065) (0.2216280567 0.01285483606 0.00065)),2(6386 7163)
5610,4833,(0.2229279279 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2229279279 0.01 0.00065) (0.2229279279 0.01155827869 0.00065) (0.2229279279 0.01285483606 0.00065)),2(6387 7164)
5611,4834,(0.2242277992 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2242277992 0.01 0.00065) (0.2242277992 0.01155827869 0.00065) (0.2242277992 0.01285483606 0.00065)),2(6388 7165)
5612,4835,(0.2255276705 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2255276705 0.01 0.00065) (0.2255276705 0.01155827869 0.00065) (0.2255276705 0.01285483606 0.00065)),2(6389 7166)
5613,4836,(0.2268275418 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2268275418 0.01 0.00065) (0.2268275418 0.01155827869 0.00065) (0.2268275418 0.01285483606 0.00065)),2(6390 7167)
5614,4837,(0.2281274131 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2281274131 0.01 0.00065) (0.2281274131 0.01155827869 0.00065) (0.2281274131 0.01285483606 0.00065)),2(6391 7168)
5615,4838,(0.2294272845 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2294272845 0.01 0.00065) (0.2294272845 0.01155827869 0.00065) (0.2294272845 0.01285483606 0.00065)),2(6392 7169)
5616,4839,(0.2307271558 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2307271558 0.01 0.00065) (0.2307271558 0.01155827869 0.00065) (0.2307271558 0.01285483606 0.00065)),2(6393 7170)
5617,4840,(0.2320270271 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2320270271 0.01 0.00065) (0.2320270271 0.01155827869 0.00065) (0.2320270271 0.01285483606 0.00065)),2(6394 7171)
5618,4841,(0.2333268983 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2333268983 0.01 0.00065) (0.2333268983 0.01155827869 0.00065) (0.2333268983 0.01285483606 0.00065)),2(6395 7172)
5619,4842,(0.2346267696 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2346267696 0.01 0.00065) (0.2346267696 0.01155827869 0.00065) (0.2346267696 0.01285483606 0.00065)),2(6396 7173)
5620,4843,(0.2359266409 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2359266409 0.01 0.00065) (0.2359266409 0.01155827869 0.00065) (0.2359266409 0.01285483606 0.00065)),2(6397 7174)
5621,4844,(0.2372265123 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2372265123 0.01 0.00065) (0.2372265123 0.01155827869 0.00065) (0.2372265123 0.01285483606 0.00065)),2(6398 7175)
5622,4845,(0.2385263836 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2385263836 0.01 0.00065) (0.2385263836 0.01155827869 0.00065) (0.2385263836 0.01285483607 0.00065)),2(6399 7176)
5623,4846,(0.2398262548 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2398262548 0.01 0.00065) (0.2398262548 0.01155827869 0.00065) (0.2398262548 0.01285483606 0.00065)),2(6400 7177)
5624,4847,(0.2411261261 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2411261261 0.01 0.00065) (0.2411261261 0.01155827869 0.00065) (0.2411261261 0.01285483606 0.00065)),2(6401 7178)
5625,4848,(0.2424259975 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2424259975 0.01 0.00065) (0.2424259975 0.01155827869 0.00065) (0.2424259975 0.01285483606 0.00065)),2(6402 7179)
5626,4849,(0.2437258687 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2437258687 0.01 0.00065) (0.2437258687 0.01155827869 0.00065) (0.2437258687 0.01285483606 0.00065)),2(6403 7180)
5627,4850,(0.24502574 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.24502574 0.01 0.00065) (0.24502574 0.01155827869 0.00065) (0.24502574 0.01285483606 0.00065)),2(6404 7181)
5628,4851,(0.2463256113 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2463256113 0.01 0.00065) (0.2463256113 0.01155827869 0.00065) (0.2463256113 0.01285483606 0.00065)),2(6405 7182)
5629,4852,(0.2476254826 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2476254826 0.01 0.00065) (0.2476254826 0.01155827869 0.00065) (0.2476254826 0.01285483606 0.00065)),2(6406 7183)
5630,4853,(0.2489253539 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2489253539 0.01 0.00065) (0.2489253539 0.01155827869 0.00065) (0.2489253539 0.01285483606 0.00065)),2(6407 7184)
5631,4854,(0.2502252253 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2502252253 0.01 0.00065) (0.2502252253 0.01155827869 0.00065) (0.2502252253 0.01285483606 0.00065)),2(6408 7185)
5632,4855,(0.2515250965 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2515250965 0.01 0.00065) (0.2515250965 0.01155827869 0.00065) (0.2515250965 0.01285483606 0.00065)),2(6409 7186)
5633,4856,(0.2528249678 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2528249678 0.01 0.00065) (0.2528249678 0.01155827869 0.00065) (0.2528249678 0.01285483606 0.00065)),2(6410 7187)
5634,4857,(0.2541248392 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2541248392 0.01 0.00065) (0.2541248392 0.01155827869 0.00065) (0.2541248392 0.01285483606 0.00065)),2(6411 7188)
5635,4858,(0.2554247105 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2554247105 0.01 0.00065) (0.2554247105 0.01155827869 0.00065) (0.2554247105 0.01285483606 0.00065)),2(6412 7189)
5636,4859,(0.2567245818 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.2567245818 0.01 0.00065) (0.2567245818 0.01155827869 0.00065) (0.2567245818 0.01285483607 0.00065)),2(6413 7190)
5637,4860,(0.258024453 0.010228125 0.00065),(0 1 0),(0 0 0),0.4150482977,1,0.0004464759897,0.0002281250001,2,3((0.258024453 0.01 0.00065) (0.258024453 0.01155827869 0.00065) (0.258024453 0.01285483606 0.00065)),2(6414 7191)
