cellI,cellCenter,surfNorm,body,sigma,order,intPoints,intCells
7218,(0.2931209781 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2931209781 0.01015325682 0.00065) (0.2931209781 0.01155827869 0.00065) (0.2931209781 0.01285483607 0.00065)),2(7995 8772)
7219,(0.2944208494 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2944208494 0.01015325682 0.00065) (0.2944208494 0.01155827869 0.00065) (0.2944208494 0.01285483606 0.00065)),2(7996 8773)
7220,(0.2957207207 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2957207207 0.01015325682 0.00065) (0.2957207207 0.01155827869 0.00065) (0.2957207207 0.01285483606 0.00065)),2(7997 8774)
7221,(0.2970205921 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2970205921 0.01015325682 0.00065) (0.2970205921 0.01155827869 0.00065) (0.2970205921 0.01285483606 0.00065)),2(7998 8775)
7222,(0.2983204634 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2983204634 0.01015325682 0.00065) (0.2983204634 0.01155827869 0.00065) (0.2983204634 0.01285483607 0.00065)),2(7999 8776)
7223,(0.2996203346 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2996203346 0.01015325682 0.00065) (0.2996203346 0.01155827869 0.00065) (0.2996203346 0.01285483606 0.00065)),2(8000 8777)
7224,(0.3009202059 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3009202059 0.01015325682 0.00065) (0.3009202059 0.01155827869 0.00065) (0.3009202059 0.01285483606 0.00065)),2(8001 8778)
7225,(0.3022200772 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3022200772 0.01015325682 0.00065) (0.3022200772 0.01155827869 0.00065) (0.3022200772 0.01285483606 0.00065)),2(8002 8779)
7226,(0.3035199486 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3035199486 0.01015325682 0.00065) (0.3035199486 0.01155827869 0.00065) (0.3035199486 0.01285483606 0.00065)),2(8003 8780)
7227,(0.3048198198 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3048198198 0.01015325682 0.00065) (0.3048198198 0.01155827869 0.00065) (0.3048198198 0.01285483607 0.00065)),2(8004 8781)
7228,(0.3061196911 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3061196911 0.01015325682 0.00065) (0.3061196911 0.01155827869 0.00065) (0.3061196911 0.01285483607 0.00065)),2(8005 8782)
7229,(0.3074195625 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3074195625 0.01015325682 0.00065) (0.3074195625 0.01155827869 0.00065) (0.3074195625 0.01285483606 0.00065)),2(8006 8783)
7230,(0.3087194337 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3087194337 0.01015325682 0.00065) (0.3087194337 0.01155827869 0.00065) (0.3087194337 0.01285483607 0.00065)),2(8007 8784)
7231,(0.3100193051 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3100193051 0.01015325682 0.00065) (0.3100193051 0.01155827869 0.00065) (0.3100193051 0.01285483606 0.00065)),2(8008 8785)
7232,(0.3113191763 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3113191763 0.01015325682 0.00065) (0.3113191763 0.01155827869 0.00065) (0.3113191763 0.01285483607 0.00065)),2(8009 8786)
7233,(0.3126190477 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3126190477 0.01015325682 0.00065) (0.3126190477 0.01155827869 0.00065) (0.3126190477 0.01285483607 0.00065)),2(8010 8787)
7234,(0.313918919 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.313918919 0.01015325682 0.00065) (0.313918919 0.01155827869 0.00065) (0.313918919 0.01285483606 0.00065)),2(8011 8788)
7235,(0.3152187902 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3152187902 0.01015325682 0.00065) (0.3152187902 0.01155827869 0.00065) (0.3152187902 0.01285483607 0.00065)),2(8012 8789)
7236,(0.3165186615 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3165186615 0.01015325682 0.00065) (0.3165186615 0.01155827869 0.00065) (0.3165186615 0.01285483607 0.00065)),2(8013 8790)
7237,(0.3178185328 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3178185328 0.01015325682 0.00065) (0.3178185328 0.01155827869 0.00065) (0.3178185328 0.01285483606 0.00065)),2(8014 8791)
7238,(0.3191184042 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3191184042 0.01015325682 0.00065) (0.3191184042 0.01155827869 0.00065) (0.3191184042 0.01285483606 0.00065)),2(8015 8792)
7239,(0.3204182755 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3204182755 0.01015325682 0.00065) (0.3204182755 0.01155827869 0.00065) (0.3204182755 0.01285483606 0.00065)),2(8016 8793)
7240,(0.3217181467 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3217181467 0.01015325682 0.00065) (0.3217181467 0.01155827869 0.00065) (0.3217181467 0.01285483606 0.00065)),2(8017 8794)
7241,(0.323018018 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.323018018 0.01015325682 0.00065) (0.323018018 0.01155827869 0.00065) (0.323018018 0.01285483606 0.00065)),2(8018 8795)
7242,(0.3243178893 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3243178893 0.01015325682 0.00065) (0.3243178893 0.01155827869 0.00065) (0.3243178893 0.01285483606 0.00065)),2(8019 8796)
7243,(0.3256177607 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3256177607 0.01015325682 0.00065) (0.3256177607 0.01155827869 0.00065) (0.3256177607 0.01285483606 0.00065)),2(8020 8797)
7244,(0.326917632 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.326917632 0.01015325682 0.00065) (0.326917632 0.01155827869 0.00065) (0.326917632 0.01285483606 0.00065)),2(8021 8798)
7245,(0.3282175032 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3282175032 0.01015325682 0.00065) (0.3282175032 0.01155827869 0.00065) (0.3282175032 0.01285483606 0.00065)),2(8022 8799)
7246,(0.3295173745 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3295173745 0.01015325682 0.00065) (0.3295173745 0.01155827869 0.00065) (0.3295173745 0.01285483606 0.00065)),2(8023 8800)
7247,(0.3308172459 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3308172459 0.01015325682 0.00065) (0.3308172459 0.01155827869 0.00065) (0.3308172459 0.01285483606 0.00065)),2(8024 8801)
7248,(0.3321171171 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3321171171 0.01015325682 0.00065) (0.3321171171 0.01155827869 0.00065) (0.3321171171 0.01285483606 0.00065)),2(8025 8802)
7249,(0.3334169885 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3334169885 0.01015325682 0.00065) (0.3334169885 0.01155827869 0.00065) (0.3334169885 0.01285483606 0.00065)),2(8026 8803)
7250,(0.3347168597 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3347168597 0.01015325682 0.00065) (0.3347168597 0.01155827869 0.00065) (0.3347168597 0.01285483606 0.00065)),2(8027 8804)
7251,(0.336016731 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.336016731 0.01015325682 0.00065) (0.336016731 0.01155827869 0.00065) (0.336016731 0.01285483606 0.00065)),2(8028 8805)
7252,(0.3373166023 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3373166023 0.01015325682 0.00065) (0.3373166023 0.01155827869 0.00065) (0.3373166023 0.01285483606 0.00065)),2(8029 8806)
7253,(0.3386164737 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3386164737 0.01015325682 0.00065) (0.3386164737 0.01155827869 0.00065) (0.3386164737 0.01285483606 0.00065)),2(8030 8807)
7254,(0.339916345 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.339916345 0.01015325682 0.00065) (0.339916345 0.01155827869 0.00065) (0.339916345 0.01285483606 0.00065)),2(8031 8808)
7255,(0.3412162162 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3412162162 0.01015325682 0.00065) (0.3412162162 0.01155827869 0.00065) (0.3412162162 0.01285483606 0.00065)),2(8032 8809)
7256,(0.3425160876 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3425160876 0.01015325682 0.00065) (0.3425160876 0.01155827869 0.00065) (0.3425160876 0.01285483606 0.00065)),2(8033 8810)
7257,(0.3438159588 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3438159588 0.01015325682 0.00065) (0.3438159588 0.01155827869 0.00065) (0.3438159588 0.01285483606 0.00065)),2(8034 8811)
7258,(0.3451158301 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3451158301 0.01015325682 0.00065) (0.3451158301 0.01155827869 0.00065) (0.3451158301 0.01285483606 0.00065)),2(8035 8812)
7259,(0.3464157015 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3464157015 0.01015325682 0.00065) (0.3464157015 0.01155827869 0.00065) (0.3464157015 0.01285483606 0.00065)),2(8036 8813)
7260,(0.3477155727 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3477155727 0.01015325682 0.00065) (0.3477155727 0.01155827869 0.00065) (0.3477155727 0.01285483607 0.00065)),2(8037 8814)
7261,(0.3490154441 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3490154441 0.01015325682 0.00065) (0.3490154441 0.01155827869 0.00065) (0.3490154441 0.01285483606 0.00065)),2(8038 8815)
7262,(0.3503153153 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3503153153 0.01015325682 0.00065) (0.3503153153 0.01155827869 0.00065) (0.3503153153 0.01285483607 0.00065)),2(8039 8816)
7263,(0.3516151866 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3516151866 0.01015325682 0.00065) (0.3516151866 0.01155827869 0.00065) (0.3516151866 0.01285483606 0.00065)),2(8040 8817)
7264,(0.352915058 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.352915058 0.01015325682 0.00065) (0.352915058 0.01155827869 0.00065) (0.352915058 0.01285483606 0.00065)),2(8041 8818)
7265,(0.3542149292 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3542149292 0.01015325682 0.00065) (0.3542149292 0.01155827869 0.00065) (0.3542149292 0.01285483607 0.00065)),2(8042 8819)
7266,(0.3555148005 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3555148005 0.01015325682 0.00065) (0.3555148005 0.01155827869 0.00065) (0.3555148005 0.01285483606 0.00065)),2(8043 8820)
7267,(0.3568146718 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3568146718 0.01015325682 0.00065) (0.3568146718 0.01155827869 0.00065) (0.3568146718 0.01285483606 0.00065)),2(8044 8821)
7268,(0.3581145432 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3581145432 0.01015325682 0.00065) (0.3581145432 0.01155827869 0.00065) (0.3581145432 0.01285483606 0.00065)),2(8045 8822)
7269,(0.3594144144 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3594144144 0.01015325682 0.00065) (0.3594144144 0.01155827869 0.00065) (0.3594144144 0.01285483606 0.00065)),2(8046 8823)
7270,(0.3607142858 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3607142858 0.01015325682 0.00065) (0.3607142858 0.01155827869 0.00065) (0.3607142858 0.01285483606 0.00065)),2(8047 8824)
7271,(0.3620141571 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3620141571 0.01015325682 0.00065) (0.3620141571 0.01155827869 0.00065) (0.3620141571 0.01285483606 0.00065)),2(8048 8825)
7272,(0.3633140283 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3633140283 0.01015325682 0.00065) (0.3633140283 0.01155827869 0.00065) (0.3633140283 0.01285483607 0.00065)),2(8049 8826)
7273,(0.3646138996 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3646138996 0.01015325682 0.00065) (0.3646138996 0.01155827869 0.00065) (0.3646138996 0.01285483606 0.00065)),2(8050 8827)
7274,(0.3659137709 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3659137709 0.01015325682 0.00065) (0.3659137709 0.01155827869 0.00065) (0.3659137709 0.01285483606 0.00065)),2(8051 8828)
7275,(0.3672136423 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3672136423 0.01015325682 0.00065) (0.3672136423 0.01155827869 0.00065) (0.3672136423 0.01285483607 0.00065)),2(8052 8829)
7276,(0.3685135135 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3685135135 0.01015325682 0.00065) (0.3685135135 0.01155827869 0.00065) (0.3685135135 0.01285483606 0.00065)),2(8053 8830)
7277,(0.3698133849 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3698133849 0.01015325682 0.00065) (0.3698133849 0.01155827869 0.00065) (0.3698133849 0.01285483606 0.00065)),2(8054 8831)
7278,(0.3711132562 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3711132562 0.01015325682 0.00065) (0.3711132562 0.01155827869 0.00065) (0.3711132562 0.01285483606 0.00065)),2(8055 8832)
7279,(0.3724131274 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3724131274 0.01015325682 0.00065) (0.3724131274 0.01155827869 0.00065) (0.3724131274 0.01285483607 0.00065)),2(8056 8833)
7280,(0.3737129987 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3737129987 0.01015325682 0.00065) (0.3737129987 0.01155827869 0.00065) (0.3737129987 0.01285483607 0.00065)),2(8057 8834)
7281,(0.3750128701 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3750128701 0.01015325682 0.00065) (0.3750128701 0.01155827869 0.00065) (0.3750128701 0.01285483606 0.00065)),2(8058 8835)
7282,(0.3763127413 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3763127413 0.01015325682 0.00065) (0.3763127413 0.01155827869 0.00065) (0.3763127413 0.01285483606 0.00065)),2(8059 8836)
7283,(0.3776126127 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3776126127 0.01015325682 0.00065) (0.3776126127 0.01155827869 0.00065) (0.3776126127 0.01285483607 0.00065)),2(8060 8837)
7284,(0.3789124839 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3789124839 0.01015325682 0.00065) (0.3789124839 0.01155827869 0.00065) (0.3789124839 0.01285483606 0.00065)),2(8061 8838)
7285,(0.3802123553 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3802123553 0.01015325682 0.00065) (0.3802123553 0.01155827869 0.00065) (0.3802123553 0.01285483607 0.00065)),2(8062 8839)
7286,(0.3815122265 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3815122265 0.01015325682 0.00065) (0.3815122265 0.01155827869 0.00065) (0.3815122265 0.01285483607 0.00065)),2(8063 8840)
7287,(0.3828120979 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3828120979 0.01015325682 0.00065) (0.3828120979 0.01155827869 0.00065) (0.3828120979 0.01285483606 0.00065)),2(8064 8841)
7288,(0.3841119692 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3841119692 0.01015325682 0.00065) (0.3841119692 0.01155827869 0.00065) (0.3841119692 0.01285483607 0.00065)),2(8065 8842)
7289,(0.3854118405 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3854118405 0.01015325682 0.00065) (0.3854118405 0.01155827869 0.00065) (0.3854118405 0.01285483607 0.00065)),2(8066 8843)
7290,(0.3867117118 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3867117118 0.01015325682 0.00065) (0.3867117118 0.01155827869 0.00065) (0.3867117118 0.01285483606 0.00065)),2(8067 8844)
7291,(0.3880115831 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3880115831 0.01015325682 0.00065) (0.3880115831 0.01155827869 0.00065) (0.3880115831 0.01285483607 0.00065)),2(8068 8845)
7292,(0.3893114544 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3893114544 0.01015325682 0.00065) (0.3893114544 0.01155827869 0.00065) (0.3893114544 0.01285483606 0.00065)),2(8069 8846)
7293,(0.3906113256 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3906113256 0.01015325682 0.00065) (0.3906113256 0.01155827869 0.00065) (0.3906113256 0.01285483606 0.00065)),2(8070 8847)
7294,(0.3919111969 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3919111969 0.01015325682 0.00065) (0.3919111969 0.01155827869 0.00065) (0.3919111969 0.01285483607 0.00065)),2(8071 8848)
7295,(0.3932110683 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3932110683 0.01015325682 0.00065) (0.3932110683 0.01155827869 0.00065) (0.3932110683 0.01285483607 0.00065)),2(8072 8849)
7296,(0.3945109395 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3945109395 0.01015325682 0.00065) (0.3945109395 0.01155827869 0.00065) (0.3945109395 0.01285483606 0.00065)),2(8073 8850)
7297,(0.3958108109 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3958108109 0.01015325682 0.00065) (0.3958108109 0.01155827869 0.00065) (0.3958108109 0.01285483606 0.00065)),2(8074 8851)
7298,(0.3971106822 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3971106822 0.01015325682 0.00065) (0.3971106822 0.01155827869 0.00065) (0.3971106822 0.01285483606 0.00065)),2(8075 8852)
7299,(0.3984105535 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3984105535 0.01015325682 0.00065) (0.3984105535 0.01155827869 0.00065) (0.3984105535 0.01285483607 0.00065)),2(8076 8853)
7300,(0.3997104247 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.3997104247 0.01015325682 0.00065) (0.3997104247 0.01155827869 0.00065) (0.3997104247 0.01285483606 0.00065)),2(8077 8854)
7301,(0.4010102961 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4010102961 0.01015325682 0.00065) (0.4010102961 0.01155827869 0.00065) (0.4010102961 0.01285483606 0.00065)),2(8078 8855)
7302,(0.4023101673 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4023101673 0.01015325682 0.00065) (0.4023101673 0.01155827869 0.00065) (0.4023101673 0.01285483606 0.00065)),2(8079 8856)
7303,(0.4036100386 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4036100386 0.01015325682 0.00065) (0.4036100386 0.01155827869 0.00065) (0.4036100386 0.01285483606 0.00065)),2(8080 8857)
7304,(0.4049099099 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4049099099 0.01015325682 0.00065) (0.4049099099 0.01155827869 0.00065) (0.4049099099 0.01285483607 0.00065)),2(8081 8858)
7305,(0.4062097813 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4062097813 0.01015325682 0.00065) (0.4062097813 0.01155827869 0.00065) (0.4062097813 0.01285483606 0.00065)),2(8082 8859)
7306,(0.4075096525 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4075096525 0.01015325682 0.00065) (0.4075096525 0.01155827869 0.00065) (0.4075096525 0.01285483606 0.00065)),2(8083 8860)
7307,(0.4088095238 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4088095238 0.01015325682 0.00065) (0.4088095238 0.01155827869 0.00065) (0.4088095238 0.01285483606 0.00065)),2(8084 8861)
7308,(0.4101093951 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4101093951 0.01015325682 0.00065) (0.4101093951 0.01155827869 0.00065) (0.4101093951 0.01285483606 0.00065)),2(8085 8862)
7309,(0.4114092665 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4114092665 0.01015325682 0.00065) (0.4114092665 0.01155827869 0.00065) (0.4114092665 0.01285483606 0.00065)),2(8086 8863)
7310,(0.4127091377 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4127091377 0.01015325682 0.00065) (0.4127091377 0.01155827869 0.00065) (0.4127091377 0.01285483606 0.00065)),2(8087 8864)
7311,(0.414009009 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.414009009 0.01015325682 0.00065) (0.414009009 0.01155827869 0.00065) (0.414009009 0.01285483606 0.00065)),2(8088 8865)
7312,(0.4153088803 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4153088803 0.01015325682 0.00065) (0.4153088803 0.01155827869 0.00065) (0.4153088803 0.01285483606 0.00065)),2(8089 8866)
7313,(0.4166087516 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4166087516 0.01015325682 0.00065) (0.4166087516 0.01155827869 0.00065) (0.4166087516 0.01285483606 0.00065)),2(8090 8867)
7314,(0.417908623 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.417908623 0.01015325682 0.00065) (0.417908623 0.01155827869 0.00065) (0.417908623 0.01285483606 0.00065)),2(8091 8868)
7315,(0.4192084943 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4192084943 0.01015325682 0.00065) (0.4192084943 0.01155827869 0.00065) (0.4192084943 0.01285483607 0.00065)),2(8092 8869)
7316,(0.4205083655 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4205083655 0.01015325682 0.00065) (0.4205083655 0.01155827869 0.00065) (0.4205083655 0.01285483606 0.00065)),2(8093 8870)
7317,(0.4218082368 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4218082368 0.01015325682 0.00065) (0.4218082368 0.01155827869 0.00065) (0.4218082368 0.01285483606 0.00065)),2(8094 8871)
7318,(0.4231081082 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4231081082 0.01015325682 0.00065) (0.4231081082 0.01155827869 0.00065) (0.4231081082 0.01285483606 0.00065)),2(8095 8872)
7319,(0.4244079795 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4244079795 0.01015325682 0.00065) (0.4244079795 0.01155827869 0.00065) (0.4244079795 0.01285483606 0.00065)),2(8096 8873)
7320,(0.4257078507 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4257078507 0.01015325682 0.00065) (0.4257078507 0.01155827869 0.00065) (0.4257078507 0.01285483607 0.00065)),2(8097 8874)
7321,(0.4270077221 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4270077221 0.01015325682 0.00065) (0.4270077221 0.01155827869 0.00065) (0.4270077221 0.01285483606 0.00065)),2(8098 8875)
7322,(0.4283075934 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4283075934 0.01015325682 0.00065) (0.4283075934 0.01155827869 0.00065) (0.4283075934 0.01285483607 0.00065)),2(8099 8876)
7323,(0.4296074646 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4296074646 0.01015325682 0.00065) (0.4296074646 0.01155827869 0.00065) (0.4296074646 0.01285483607 0.00065)),2(8100 8877)
7324,(0.430907336 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.430907336 0.01015325682 0.00065) (0.430907336 0.01155827869 0.00065) (0.430907336 0.01285483606 0.00065)),2(8101 8878)
7325,(0.4322072073 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4322072073 0.01015325682 0.00065) (0.4322072073 0.01155827869 0.00065) (0.4322072073 0.01285483606 0.00065)),2(8102 8879)
7326,(0.4335070786 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4335070786 0.01015325682 0.00065) (0.4335070786 0.01155827869 0.00065) (0.4335070786 0.01285483607 0.00065)),2(8103 8880)
7327,(0.4348069498 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4348069498 0.01015325682 0.00065) (0.4348069498 0.01155827869 0.00065) (0.4348069498 0.01285483606 0.00065)),2(8104 8881)
7328,(0.4361068211 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4361068211 0.01015325682 0.00065) (0.4361068211 0.01155827869 0.00065) (0.4361068211 0.01285483607 0.00065)),2(8105 8882)
7329,(0.4374066925 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4374066925 0.01015325682 0.00065) (0.4374066925 0.01155827869 0.00065) (0.4374066925 0.01285483607 0.00065)),2(8106 8883)
7330,(0.4387065638 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4387065638 0.01015325682 0.00065) (0.4387065638 0.01155827869 0.00065) (0.4387065638 0.01285483607 0.00065)),2(8107 8884)
7331,(0.4400064351 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4400064351 0.01015325682 0.00065) (0.4400064351 0.01155827869 0.00065) (0.4400064351 0.01285483606 0.00065)),2(8108 8885)
7332,(0.4413063063 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4413063063 0.01015325682 0.00065) (0.4413063063 0.01155827869 0.00065) (0.4413063063 0.01285483607 0.00065)),2(8109 8886)
7333,(0.4426061776 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4426061776 0.01015325682 0.00065) (0.4426061776 0.01155827869 0.00065) (0.4426061776 0.01285483607 0.00065)),2(8110 8887)
7334,(0.443906049 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.443906049 0.01015325682 0.00065) (0.443906049 0.01155827869 0.00065) (0.443906049 0.01285483607 0.00065)),2(8111 8888)
