cellI,cellCenter,surfNorm,body,sigma,order,intPoints,intCells
7101,(0.141036036 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.141036036 0.01015325682 0.00065) (0.141036036 0.01155827869 0.00065) (0.141036036 0.01285483606 0.00065)),2(7878 8655)
7102,(0.1423359073 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1423359073 0.01015325682 0.00065) (0.1423359073 0.01155827869 0.00065) (0.1423359073 0.01285483606 0.00065)),2(7879 8656)
7103,(0.1436357786 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1436357786 0.01015325682 0.00065) (0.1436357786 0.01155827869 0.00065) (0.1436357786 0.01285483606 0.00065)),2(7880 8657)
7104,(0.1449356499 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1449356499 0.01015325682 0.00065) (0.1449356499 0.01155827869 0.00065) (0.1449356499 0.01285483606 0.00065)),2(7881 8658)
7105,(0.1462355213 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1462355213 0.01015325682 0.00065) (0.1462355213 0.01155827869 0.00065) (0.1462355213 0.01285483606 0.00065)),2(7882 8659)
7106,(0.1475353925 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1475353925 0.01015325682 0.00065) (0.1475353925 0.01155827869 0.00065) (0.1475353925 0.01285483606 0.00065)),2(7883 8660)
7107,(0.1488352638 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1488352638 0.01015325682 0.00065) (0.1488352638 0.01155827869 0.00065) (0.1488352638 0.01285483606 0.00065)),2(7884 8661)
7108,(0.1501351351 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1501351351 0.01015325682 0.00065) (0.1501351351 0.01155827869 0.00065) (0.1501351351 0.01285483606 0.00065)),2(7885 8662)
7109,(0.1514350064 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1514350064 0.01015325682 0.00065) (0.1514350064 0.01155827869 0.00065) (0.1514350064 0.01285483606 0.00065)),2(7886 8663)
7110,(0.1527348778 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1527348778 0.01015325682 0.00065) (0.1527348778 0.01155827869 0.00065) (0.1527348778 0.01285483606 0.00065)),2(7887 8664)
7111,(0.154034749 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.154034749 0.01015325682 0.00065) (0.154034749 0.01155827869 0.00065) (0.154034749 0.01285483606 0.00065)),2(7888 8665)
7112,(0.1553346203 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1553346203 0.01015325682 0.00065) (0.1553346203 0.01155827869 0.00065) (0.1553346203 0.01285483606 0.00065)),2(7889 8666)
7113,(0.1566344916 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1566344916 0.01015325682 0.00065) (0.1566344916 0.01155827869 0.00065) (0.1566344916 0.01285483606 0.00065)),2(7890 8667)
7114,(0.1579343629 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1579343629 0.01015325682 0.00065) (0.1579343629 0.01155827869 0.00065) (0.1579343629 0.01285483606 0.00065)),2(7891 8668)
7115,(0.1592342342 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1592342342 0.01015325682 0.00065) (0.1592342342 0.01155827869 0.00065) (0.1592342342 0.01285483606 0.00065)),2(7892 8669)
7116,(0.1605341055 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1605341055 0.01015325682 0.00065) (0.1605341055 0.01155827869 0.00065) (0.1605341055 0.01285483607 0.00065)),2(7893 8670)
7117,(0.1618339768 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1618339768 0.01015325682 0.00065) (0.1618339768 0.01155827869 0.00065) (0.1618339768 0.01285483606 0.00065)),2(7894 8671)
7118,(0.1631338481 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1631338481 0.01015325682 0.00065) (0.1631338481 0.01155827869 0.00065) (0.1631338481 0.01285483606 0.00065)),2(7895 8672)
7119,(0.1644337194 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1644337194 0.01015325682 0.00065) (0.1644337194 0.01155827869 0.00065) (0.1644337194 0.01285483606 0.00065)),2(7896 8673)
7120,(0.1657335907 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1657335907 0.01015325682 0.00065) (0.1657335907 0.01155827869 0.00065) (0.1657335907 0.01285483606 0.00065)),2(7897 8674)
7121,(0.167033462 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.167033462 0.01015325682 0.00065) (0.167033462 0.01155827869 0.00065) (0.167033462 0.01285483607 0.00065)),2(7898 8675)
7122,(0.1683333333 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1683333333 0.01015325682 0.00065) (0.1683333333 0.01155827869 0.00065) (0.1683333333 0.01285483606 0.00065)),2(7899 8676)
7123,(0.1696332046 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1696332046 0.01015325682 0.00065) (0.1696332046 0.01155827869 0.00065) (0.1696332046 0.01285483606 0.00065)),2(7900 8677)
7124,(0.1709330759 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1709330759 0.01015325682 0.00065) (0.1709330759 0.01155827869 0.00065) (0.1709330759 0.01285483606 0.00065)),2(7901 8678)
7125,(0.1722329473 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1722329473 0.01015325682 0.00065) (0.1722329473 0.01155827869 0.00065) (0.1722329473 0.01285483606 0.00065)),2(7902 8679)
7126,(0.1735328185 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1735328185 0.01015325682 0.00065) (0.1735328185 0.01155827869 0.00065) (0.1735328185 0.01285483606 0.00065)),2(7903 8680)
7127,(0.1748326899 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1748326899 0.01015325682 0.00065) (0.1748326899 0.01155827869 0.00065) (0.1748326899 0.01285483607 0.00065)),2(7904 8681)
7128,(0.1761325612 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1761325612 0.01015325682 0.00065) (0.1761325612 0.01155827869 0.00065) (0.1761325612 0.01285483606 0.00065)),2(7905 8682)
7129,(0.1774324324 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1774324324 0.01015325682 0.00065) (0.1774324324 0.01155827869 0.00065) (0.1774324324 0.01285483606 0.00065)),2(7906 8683)
7130,(0.1787323038 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1787323038 0.01015325682 0.00065) (0.1787323038 0.01155827869 0.00065) (0.1787323038 0.01285483606 0.00065)),2(7907 8684)
7131,(0.180032175 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.180032175 0.01015325682 0.00065) (0.180032175 0.01155827869 0.00065) (0.180032175 0.01285483606 0.00065)),2(7908 8685)
7132,(0.1813320463 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1813320463 0.01015325682 0.00065) (0.1813320463 0.01155827869 0.00065) (0.1813320463 0.01285483607 0.00065)),2(7909 8686)
7133,(0.1826319177 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1826319177 0.01015325682 0.00065) (0.1826319177 0.01155827869 0.00065) (0.1826319177 0.01285483606 0.00065)),2(7910 8687)
7134,(0.1839317889 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1839317889 0.01015325682 0.00065) (0.1839317889 0.01155827869 0.00065) (0.1839317889 0.01285483606 0.00065)),2(7911 8688)
7135,(0.1852316602 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1852316602 0.01015325682 0.00065) (0.1852316602 0.01155827869 0.00065) (0.1852316602 0.01285483606 0.00065)),2(7912 8689)
7136,(0.1865315316 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1865315316 0.01015325682 0.00065) (0.1865315316 0.01155827869 0.00065) (0.1865315316 0.01285483606 0.00065)),2(7913 8690)
7137,(0.1878314028 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1878314028 0.01015325682 0.00065) (0.1878314028 0.01155827869 0.00065) (0.1878314028 0.01285483606 0.00065)),2(7914 8691)
7138,(0.1891312741 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1891312741 0.01015325682 0.00065) (0.1891312741 0.01155827869 0.00065) (0.1891312741 0.01285483606 0.00065)),2(7915 8692)
7139,(0.1904311454 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1904311454 0.01015325682 0.00065) (0.1904311454 0.01155827869 0.00065) (0.1904311454 0.01285483606 0.00065)),2(7916 8693)
7140,(0.1917310167 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1917310167 0.01015325682 0.00065) (0.1917310167 0.01155827869 0.00065) (0.1917310167 0.01285483606 0.00065)),2(7917 8694)
7141,(0.1930308881 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1930308881 0.01015325682 0.00065) (0.1930308881 0.01155827869 0.00065) (0.1930308881 0.01285483606 0.00065)),2(7918 8695)
7142,(0.1943307593 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1943307593 0.01015325682 0.00065) (0.1943307593 0.01155827869 0.00065) (0.1943307593 0.01285483606 0.00065)),2(7919 8696)
7143,(0.1956306307 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1956306307 0.01015325682 0.00065) (0.1956306307 0.01155827869 0.00065) (0.1956306307 0.01285483606 0.00065)),2(7920 8697)
7144,(0.1969305019 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1969305019 0.01015325682 0.00065) (0.1969305019 0.01155827869 0.00065) (0.1969305019 0.01285483606 0.00065)),2(7921 8698)
7145,(0.1982303732 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1982303732 0.01015325682 0.00065) (0.1982303732 0.01155827869 0.00065) (0.1982303732 0.01285483606 0.00065)),2(7922 8699)
7146,(0.1995302445 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.1995302445 0.01015325682 0.00065) (0.1995302445 0.01155827869 0.00065) (0.1995302445 0.01285483606 0.00065)),2(7923 8700)
7147,(0.2008301158 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2008301158 0.01015325682 0.00065) (0.2008301158 0.01155827869 0.00065) (0.2008301158 0.01285483606 0.00065)),2(7924 8701)
7148,(0.2021299871 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2021299871 0.01015325682 0.00065) (0.2021299871 0.01155827869 0.00065) (0.2021299871 0.01285483606 0.00065)),2(7925 8702)
7149,(0.2034298585 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2034298585 0.01015325682 0.00065) (0.2034298585 0.01155827869 0.00065) (0.2034298585 0.01285483607 0.00065)),2(7926 8703)
7150,(0.2047297297 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2047297297 0.01015325682 0.00065) (0.2047297297 0.01155827869 0.00065) (0.2047297297 0.01285483606 0.00065)),2(7927 8704)
7151,(0.206029601 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.206029601 0.01015325682 0.00065) (0.206029601 0.01155827869 0.00065) (0.206029601 0.01285483606 0.00065)),2(7928 8705)
7152,(0.2073294723 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2073294723 0.01015325682 0.00065) (0.2073294723 0.01155827869 0.00065) (0.2073294723 0.01285483606 0.00065)),2(7929 8706)
7153,(0.2086293437 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2086293437 0.01015325682 0.00065) (0.2086293437 0.01155827869 0.00065) (0.2086293437 0.01285483606 0.00065)),2(7930 8707)
7154,(0.209929215 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.209929215 0.01015325682 0.00065) (0.209929215 0.01155827869 0.00065) (0.209929215 0.01285483607 0.00065)),2(7931 8708)
7155,(0.2112290862 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2112290862 0.01015325682 0.00065) (0.2112290862 0.01155827869 0.00065) (0.2112290862 0.01285483606 0.00065)),2(7932 8709)
7156,(0.2125289575 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2125289575 0.01015325682 0.00065) (0.2125289575 0.01155827869 0.00065) (0.2125289575 0.01285483606 0.00065)),2(7933 8710)
7157,(0.2138288288 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2138288288 0.01015325682 0.00065) (0.2138288288 0.01155827869 0.00065) (0.2138288288 0.01285483606 0.00065)),2(7934 8711)
7158,(0.2151287002 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2151287002 0.01015325682 0.00065) (0.2151287002 0.01155827869 0.00065) (0.2151287002 0.01285483606 0.00065)),2(7935 8712)
7159,(0.2164285714 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2164285714 0.01015325682 0.00065) (0.2164285714 0.01155827869 0.00065) (0.2164285714 0.01285483606 0.00065)),2(7936 8713)
7160,(0.2177284428 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2177284428 0.01015325682 0.00065) (0.2177284428 0.01155827869 0.00065) (0.2177284428 0.01285483607 0.00065)),2(7937 8714)
7161,(0.219028314 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.219028314 0.01015325682 0.00065) (0.219028314 0.01155827869 0.00065) (0.219028314 0.01285483606 0.00065)),2(7938 8715)
7162,(0.2203281853 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2203281853 0.01015325682 0.00065) (0.2203281853 0.01155827869 0.00065) (0.2203281853 0.01285483606 0.00065)),2(7939 8716)
7163,(0.2216280567 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2216280567 0.01015325682 0.00065) (0.2216280567 0.01155827869 0.00065) (0.2216280567 0.01285483606 0.00065)),2(7940 8717)
7164,(0.2229279279 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2229279279 0.01015325682 0.00065) (0.2229279279 0.01155827869 0.00065) (0.2229279279 0.01285483606 0.00065)),2(7941 8718)
7165,(0.2242277993 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2242277993 0.01015325682 0.00065) (0.2242277993 0.01155827869 0.00065) (0.2242277993 0.01285483606 0.00065)),2(7942 8719)
7166,(0.2255276705 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2255276705 0.01015325682 0.00065) (0.2255276705 0.01155827869 0.00065) (0.2255276705 0.01285483606 0.00065)),2(7943 8720)
7167,(0.2268275418 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2268275418 0.01015325682 0.00065) (0.2268275418 0.01155827869 0.00065) (0.2268275418 0.01285483606 0.00065)),2(7944 8721)
7168,(0.2281274131 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2281274131 0.01015325682 0.00065) (0.2281274131 0.01155827869 0.00065) (0.2281274131 0.01285483606 0.00065)),2(7945 8722)
7169,(0.2294272844 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2294272844 0.01015325682 0.00065) (0.2294272844 0.01155827869 0.00065) (0.2294272844 0.01285483606 0.00065)),2(7946 8723)
7170,(0.2307271557 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2307271557 0.01015325682 0.00065) (0.2307271557 0.01155827869 0.00065) (0.2307271557 0.01285483606 0.00065)),2(7947 8724)
7171,(0.232027027 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.232027027 0.01015325682 0.00065) (0.232027027 0.01155827869 0.00065) (0.232027027 0.01285483606 0.00065)),2(7948 8725)
7172,(0.2333268983 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2333268983 0.01015325682 0.00065) (0.2333268983 0.01155827869 0.00065) (0.2333268983 0.01285483606 0.00065)),2(7949 8726)
7173,(0.2346267697 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2346267697 0.01015325682 0.00065) (0.2346267697 0.01155827869 0.00065) (0.2346267697 0.01285483606 0.00065)),2(7950 8727)
7174,(0.2359266409 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2359266409 0.01015325682 0.00065) (0.2359266409 0.01155827869 0.00065) (0.2359266409 0.01285483606 0.00065)),2(7951 8728)
7175,(0.2372265123 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2372265123 0.01015325682 0.00065) (0.2372265123 0.01155827869 0.00065) (0.2372265123 0.01285483606 0.00065)),2(7952 8729)
7176,(0.2385263836 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2385263836 0.01015325682 0.00065) (0.2385263836 0.01155827869 0.00065) (0.2385263836 0.01285483607 0.00065)),2(7953 8730)
7177,(0.2398262548 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2398262548 0.01015325682 0.00065) (0.2398262548 0.01155827869 0.00065) (0.2398262548 0.01285483606 0.00065)),2(7954 8731)
7178,(0.2411261262 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2411261262 0.01015325682 0.00065) (0.2411261262 0.01155827869 0.00065) (0.2411261262 0.01285483606 0.00065)),2(7955 8732)
7179,(0.2424259974 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2424259974 0.01015325682 0.00065) (0.2424259974 0.01155827869 0.00065) (0.2424259974 0.01285483606 0.00065)),2(7956 8733)
7180,(0.2437258687 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2437258687 0.01015325682 0.00065) (0.2437258687 0.01155827869 0.00065) (0.2437258687 0.01285483606 0.00065)),2(7957 8734)
7181,(0.24502574 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.24502574 0.01015325682 0.00065) (0.24502574 0.01155827869 0.00065) (0.24502574 0.01285483606 0.00065)),2(7958 8735)
7182,(0.2463256113 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2463256113 0.01015325682 0.00065) (0.2463256113 0.01155827869 0.00065) (0.2463256113 0.01285483606 0.00065)),2(7959 8736)
7183,(0.2476254826 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2476254826 0.01015325682 0.00065) (0.2476254826 0.01155827869 0.00065) (0.2476254826 0.01285483606 0.00065)),2(7960 8737)
7184,(0.2489253539 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2489253539 0.01015325682 0.00065) (0.2489253539 0.01155827869 0.00065) (0.2489253539 0.01285483606 0.00065)),2(7961 8738)
7185,(0.2502252253 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2502252253 0.01015325682 0.00065) (0.2502252253 0.01155827869 0.00065) (0.2502252253 0.01285483606 0.00065)),2(7962 8739)
7186,(0.2515250965 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2515250965 0.01015325682 0.00065) (0.2515250965 0.01155827869 0.00065) (0.2515250965 0.01285483606 0.00065)),2(7963 8740)
7187,(0.2528249679 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2528249679 0.01015325682 0.00065) (0.2528249679 0.01155827869 0.00065) (0.2528249679 0.01285483606 0.00065)),2(7964 8741)
7188,(0.2541248392 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2541248392 0.01015325682 0.00065) (0.2541248392 0.01155827869 0.00065) (0.2541248392 0.01285483606 0.00065)),2(7965 8742)
7189,(0.2554247104 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2554247104 0.01015325682 0.00065) (0.2554247104 0.01155827869 0.00065) (0.2554247104 0.01285483606 0.00065)),2(7966 8743)
7190,(0.2567245818 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2567245818 0.01015325682 0.00065) (0.2567245818 0.01155827869 0.00065) (0.2567245818 0.01285483607 0.00065)),2(7967 8744)
7191,(0.258024453 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.258024453 0.01015325682 0.00065) (0.258024453 0.01155827869 0.00065) (0.258024453 0.01285483606 0.00065)),2(7968 8745)
7192,(0.2593243244 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2593243244 0.01015325682 0.00065) (0.2593243244 0.01155827869 0.00065) (0.2593243244 0.01285483606 0.00065)),2(7969 8746)
7193,(0.2606241957 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2606241957 0.01015325682 0.00065) (0.2606241957 0.01155827869 0.00065) (0.2606241957 0.01285483606 0.00065)),2(7970 8747)
7194,(0.261924067 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.261924067 0.01015325682 0.00065) (0.261924067 0.01155827869 0.00065) (0.261924067 0.01285483606 0.00065)),2(7971 8748)
7195,(0.2632239382 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2632239382 0.01015325682 0.00065) (0.2632239382 0.01155827869 0.00065) (0.2632239382 0.01285483606 0.00065)),2(7972 8749)
7196,(0.2645238095 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2645238095 0.01015325682 0.00065) (0.2645238095 0.01155827869 0.00065) (0.2645238095 0.01285483606 0.00065)),2(7973 8750)
7197,(0.2658236809 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2658236809 0.01015325682 0.00065) (0.2658236809 0.01155827869 0.00065) (0.2658236809 0.01285483606 0.00065)),2(7974 8751)
7198,(0.2671235521 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2671235521 0.01015325682 0.00065) (0.2671235521 0.01155827869 0.00065) (0.2671235521 0.01285483606 0.00065)),2(7975 8752)
7199,(0.2684234234 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2684234234 0.01015325682 0.00065) (0.2684234234 0.01155827869 0.00065) (0.2684234234 0.01285483606 0.00065)),2(7976 8753)
7200,(0.2697232948 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2697232948 0.01015325682 0.00065) (0.2697232948 0.01155827869 0.00065) (0.2697232948 0.01285483606 0.00065)),2(7977 8754)
7201,(0.271023166 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.271023166 0.01015325682 0.00065) (0.271023166 0.01155827869 0.00065) (0.271023166 0.01285483606 0.00065)),2(7978 8755)
7202,(0.2723230373 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2723230373 0.01015325682 0.00065) (0.2723230373 0.01155827869 0.00065) (0.2723230373 0.01285483607 0.00065)),2(7979 8756)
7203,(0.2736229086 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2736229086 0.01015325682 0.00065) (0.2736229086 0.01155827869 0.00065) (0.2736229086 0.01285483606 0.00065)),2(7980 8757)
7204,(0.2749227799 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2749227799 0.01015325682 0.00065) (0.2749227799 0.01155827869 0.00065) (0.2749227799 0.01285483606 0.00065)),2(7981 8758)
7205,(0.2762226512 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2762226512 0.01015325682 0.00065) (0.2762226512 0.01155827869 0.00065) (0.2762226512 0.01285483606 0.00065)),2(7982 8759)
7206,(0.2775225225 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2775225225 0.01015325682 0.00065) (0.2775225225 0.01155827869 0.00065) (0.2775225225 0.01285483606 0.00065)),2(7983 8760)
7207,(0.2788223939 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2788223939 0.01015325682 0.00065) (0.2788223939 0.01155827869 0.00065) (0.2788223939 0.01285483606 0.00065)),2(7984 8761)
7208,(0.2801222651 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2801222651 0.01015325682 0.00065) (0.2801222651 0.01155827869 0.00065) (0.2801222651 0.01285483606 0.00065)),2(7985 8762)
7209,(0.2814221365 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2814221365 0.01015325682 0.00065) (0.2814221365 0.01155827869 0.00065) (0.2814221365 0.01285483606 0.00065)),2(7986 8763)
7210,(0.2827220078 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2827220078 0.01015325682 0.00065) (0.2827220078 0.01155827869 0.00065) (0.2827220078 0.01285483606 0.00065)),2(7987 8764)
7211,(0.284021879 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.284021879 0.01015325682 0.00065) (0.284021879 0.01155827869 0.00065) (0.284021879 0.01285483606 0.00065)),2(7988 8765)
7212,(0.2853217503 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2853217503 0.01015325682 0.00065) (0.2853217503 0.01155827869 0.00065) (0.2853217503 0.01285483607 0.00065)),2(7989 8766)
7213,(0.2866216216 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2866216216 0.01015325682 0.00065) (0.2866216216 0.01155827869 0.00065) (0.2866216216 0.01285483606 0.00065)),2(7990 8767)
7214,(0.2879214929 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2879214929 0.01015325682 0.00065) (0.2879214929 0.01155827869 0.00065) (0.2879214929 0.01285483606 0.00065)),2(7991 8768)
7215,(0.2892213642 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2892213642 0.01015325682 0.00065) (0.2892213642 0.01155827869 0.00065) (0.2892213642 0.01285483607 0.00065)),2(7992 8769)
7216,(0.2905212356 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2905212356 0.01015325682 0.00065) (0.2905212356 0.01155827869 0.00065) (0.2905212356 0.01285483607 0.00065)),2(7993 8770)
7217,(0.2918211068 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.2918211068 0.01015325682 0.00065) (0.2918211068 0.01155827869 0.00065) (0.2918211068 0.01285483606 0.00065)),2(7994 8771)
