cellI,x,y,z,S,epsilon,k,nut
310,0.4036100386,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
311,0.4049099099,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
312,0.4062097812,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
313,0.4075096525,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
314,0.4088095239,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
315,0.4101093951,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
316,0.4114092665,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
317,0.4127091377,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
318,0.414009009,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
319,0.4153088804,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
320,0.4166087516,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
321,0.4179086229,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
322,0.4192084943,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
323,0.4205083655,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
324,0.4218082369,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
325,0.4231081081,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
326,0.4244079794,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
327,0.4257078508,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
328,0.4270077221,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
329,0.4283075934,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
330,0.4296074646,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
331,0.4309073359,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
332,0.4322072073,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
333,0.4335070786,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
334,0.4348069498,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
335,0.4361068211,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
336,0.4374066924,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
337,0.4387065638,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
338,0.4400064351,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
339,0.4413063064,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
340,0.4426061777,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
341,0.4439060489,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
342,0.4452059203,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
343,0.4465057916,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
344,0.4478056629,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
345,0.4491055341,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
346,0.4504054054,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
347,0.4517052767,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
348,0.4530051481,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
349,0.4543050193,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
350,0.4556048907,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
351,0.4569047619,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
352,0.4582046332,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
353,0.4595045046,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
354,0.4608043759,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
355,0.4621042472,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
356,0.4634041185,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
357,0.4647039897,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
358,0.4660038611,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
359,0.4673037323,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
360,0.4686036036,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
361,0.469903475,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
362,0.4712033462,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
363,0.4725032176,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
364,0.4738030888,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
365,0.4751029602,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
366,0.4764028315,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
367,0.4777027027,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
368,0.4790025741,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
369,0.4803024453,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
370,0.4816023167,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
371,0.482902188,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
372,0.4842020593,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
373,0.4855019306,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
374,0.4868018018,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
375,0.4881016732,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
376,0.4894015445,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
377,0.4907014157,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
378,0.4920012871,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
379,0.4933011583,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
380,0.4946010297,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
381,0.4959009009,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
382,0.4972007723,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
383,0.4985006435,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
384,0.4998005148,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
385,0.5011003861,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
386,0.5024002574,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
387,0.5037001287,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
388,0.505,0,0.00065,1.68983256e-06,28.13325173,1e-15,3.199061412e-33
389,0.5062998712,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
390,0.5075997425,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
391,0.5088996139,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
392,0.5101994851,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
393,0.5114993564,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
394,0.5127992278,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
395,0.514099099,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
396,0.5153989703,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
397,0.5166988416,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
398,0.517998713,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
399,0.5192985842,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
400,0.5205984555,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
401,0.5218983268,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
402,0.5231981982,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
403,0.5244980695,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
404,0.5257979407,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
405,0.527097812,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
406,0.5283976833,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
407,0.5296975547,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
408,0.530997426,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
409,0.5322972972,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
410,0.5335971686,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
411,0.5348970398,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
412,0.5361969112,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
413,0.5374967824,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
414,0.5387966537,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
415,0.540096525,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
416,0.5413963964,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
417,0.5426962677,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
418,0.5439961389,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
419,0.5452960102,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
420,0.5465958816,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
421,0.5478957529,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
422,0.5491956242,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
423,0.5504954954,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
424,0.5517953667,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
425,0.5530952381,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
426,0.5543951093,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
427,0.5556949807,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
428,0.5569948519,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
429,0.5582947233,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
430,0.5595945945,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
431,0.5608944658,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
432,0.5621943372,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
433,0.5634942084,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
434,0.5647940797,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
435,0.566093951,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
436,0.5673938223,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
437,0.5686936936,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
438,0.5699935649,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
439,0.5712934362,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
440,0.5725933075,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
441,0.5738931788,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
442,0.5751930501,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
443,0.5764929214,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
444,0.5777927927,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
445,0.579092664,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
446,0.5803925353,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
447,0.5816924066,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
448,0.5829922779,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
449,0.5842921492,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
450,0.5855920205,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
451,0.5868918918,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
452,0.5881917631,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
453,0.5894916344,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
454,0.5907915057,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
455,0.5920913771,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
456,0.5933912483,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
457,0.5946911196,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
458,0.5959909909,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
459,0.5972908622,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
460,0.5985907336,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
461,0.5998906048,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
462,0.6011904761,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
463,0.6024903474,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
464,0.6037902187,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
465,0.60509009,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
466,0.6063899613,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
467,0.6076898326,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
468,0.6089897039,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
469,0.6102895752,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
470,0.6115894465,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
471,0.6128893178,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
472,0.6141891891,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
473,0.6154890604,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
474,0.6167889317,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
475,0.618088803,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
476,0.6193886743,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
477,0.6206885456,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
478,0.621988417,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
479,0.6232882882,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
480,0.6245881595,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
481,0.6258880308,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
482,0.6271879021,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
483,0.6284877734,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
484,0.6297876447,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
485,0.631087516,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
486,0.6323873873,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
487,0.6336872586,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
488,0.6349871299,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
489,0.6362870012,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
490,0.6375868725,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
491,0.6388867438,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
492,0.6401866151,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
493,0.6414864865,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
494,0.6427863577,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
495,0.644086229,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
496,0.6453861003,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
497,0.6466859716,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
498,0.647985843,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
499,0.6492857142,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
500,0.6505855855,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
501,0.6518854568,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
502,0.6531853281,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
503,0.6544851995,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
504,0.6557850707,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
505,0.657084942,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
506,0.6583848134,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
507,0.6596846846,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
508,0.660984556,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
509,0.6622844272,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
510,0.6635842985,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
511,0.6648841698,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
512,0.6661840412,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
513,0.6674839124,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
514,0.6687837837,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
515,0.670083655,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
516,0.6713835263,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
517,0.6726833976,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
518,0.6739832689,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
519,0.6752831402,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
520,0.6765830115,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
521,0.6778828828,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
522,0.6791827541,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
523,0.6804826254,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
524,0.6817824967,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
525,0.683082368,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
526,0.6843822393,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
527,0.6856821106,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
528,0.6869819819,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
529,0.6882818532,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
530,0.6895817245,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
531,0.6908815958,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
532,0.6921814671,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
533,0.6934813384,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
534,0.6947812097,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
535,0.696081081,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
536,0.6973809524,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
537,0.6986808236,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
538,0.6999806949,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
539,0.7012805662,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
540,0.7025804375,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
541,0.7038803089,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
542,0.7051801801,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
543,0.7064800515,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
544,0.7077799227,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
545,0.709079794,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
546,0.7103796654,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
547,0.7116795366,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
548,0.7129794079,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
549,0.7142792793,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
550,0.7155791505,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
551,0.7168790218,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
552,0.7181788931,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
553,0.7194787644,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
554,0.7207786358,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
555,0.722078507,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
556,0.7233783783,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
557,0.7246782496,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
558,0.725978121,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
559,0.7272779923,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
560,0.7285778635,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
561,0.7298777349,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
562,0.7311776061,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
563,0.7324774774,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
564,0.7337773488,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
565,0.73507722,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
566,0.7363770913,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
567,0.7376769626,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
568,0.7389768339,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
569,0.7402767052,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
570,0.7415765765,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
571,0.7428764478,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
572,0.7441763191,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
573,0.7454761904,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
574,0.7467760617,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
575,0.748075933,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
576,0.7493758043,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
577,0.7506756756,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
578,0.7519755469,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
579,0.7532754182,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
580,0.7545752895,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
581,0.7558751609,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
582,0.7571750321,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
583,0.7584749034,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
584,0.7597747747,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
585,0.761074646,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
586,0.7623745173,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
587,0.7636743886,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
588,0.76497426,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
589,0.7662741312,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
590,0.7675740025,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
591,0.7688738738,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
592,0.7701737451,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
593,0.7714736164,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
594,0.7727734877,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
595,0.774073359,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
596,0.7753732304,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
597,0.7766731016,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
598,0.7779729729,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
599,0.7792728442,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
600,0.7805727155,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
601,0.7818725868,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
602,0.7831724581,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
603,0.7844723294,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
604,0.7857722007,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
605,0.787072072,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
606,0.7883719433,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
607,0.7896718146,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
608,0.7909716859,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
609,0.7922715572,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
610,0.7935714285,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
611,0.7948712999,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
612,0.7961711711,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
613,0.7974710424,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
614,0.7987709138,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
615,0.800070785,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
616,0.8013706564,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
617,0.8026705276,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
618,0.8039703989,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
619,0.8052702702,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
620,0.8065701415,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
