cellI,x,y,z,S,epsilon,k,nut
153,0.1995302445,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
154,0.2008301158,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
155,0.2021299872,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
156,0.2034298584,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
157,0.2047297297,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
158,0.206029601,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
159,0.2073294724,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
160,0.2086293437,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
161,0.2099292149,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
162,0.2112290863,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
163,0.2125289576,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
164,0.2138288288,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
165,0.2151287002,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
166,0.2164285714,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
167,0.2177284428,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
168,0.2190283141,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
169,0.2203281853,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
170,0.2216280566,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
171,0.2229279279,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
172,0.2242277992,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
173,0.2255276706,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
174,0.2268275418,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
175,0.2281274132,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
176,0.2294272844,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
177,0.2307271557,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
178,0.232027027,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
179,0.2333268984,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
180,0.2346267697,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
181,0.2359266409,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
182,0.2372265122,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
183,0.2385263836,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
184,0.2398262548,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
185,0.2411261262,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
186,0.2424259974,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
187,0.2437258687,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
188,0.24502574,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
189,0.2463256113,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
190,0.2476254827,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
191,0.2489253539,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
192,0.2502252253,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
193,0.2515250965,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
194,0.2528249678,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
195,0.2541248392,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
196,0.2554247104,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
197,0.2567245818,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
198,0.258024453,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
199,0.2593243243,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
200,0.2606241957,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
201,0.261924067,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
202,0.2632239383,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
203,0.2645238095,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
204,0.2658236808,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
205,0.2671235521,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
206,0.2684234235,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
207,0.2697232948,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
208,0.271023166,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
209,0.2723230373,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
210,0.2736229086,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
211,0.27492278,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
212,0.2762226512,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
213,0.2775225225,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
214,0.2788223938,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
215,0.2801222651,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
216,0.2814221365,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
217,0.2827220078,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
218,0.284021879,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
219,0.2853217504,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
220,0.2866216216,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
221,0.287921493,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
222,0.2892213643,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
223,0.2905212356,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
224,0.2918211068,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
225,0.2931209781,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
226,0.2944208495,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
227,0.2957207207,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
228,0.297020592,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
229,0.2983204634,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
230,0.2996203346,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
231,0.300920206,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
232,0.3022200772,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
233,0.3035199485,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
234,0.3048198199,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
235,0.3061196911,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
236,0.3074195625,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
237,0.3087194337,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
238,0.310019305,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
239,0.3113191764,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
240,0.3126190476,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
241,0.3139189189,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
242,0.3152187902,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
243,0.3165186615,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
244,0.3178185329,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
245,0.3191184041,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
246,0.3204182755,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
247,0.3217181467,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
248,0.323018018,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
249,0.3243178893,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
250,0.3256177607,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
251,0.326917632,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
252,0.3282175032,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
253,0.3295173745,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
254,0.3308172458,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
255,0.3321171172,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
256,0.3334169884,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
257,0.3347168597,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
258,0.336016731,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
259,0.3373166023,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
260,0.3386164737,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
261,0.339916345,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
262,0.3412162163,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
263,0.3425160875,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
264,0.3438159588,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
265,0.3451158302,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
266,0.3464157014,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
267,0.3477155727,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
268,0.3490154441,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
269,0.3503153153,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
270,0.3516151866,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
271,0.3529150579,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
272,0.3542149292,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
273,0.3555148006,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
274,0.3568146719,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
275,0.3581145432,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
276,0.3594144144,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
277,0.3607142857,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
278,0.362014157,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
279,0.3633140283,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
280,0.3646138996,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
281,0.3659137709,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
282,0.3672136422,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
283,0.3685135135,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
284,0.3698133849,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
285,0.3711132561,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
286,0.3724131274,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
287,0.3737129987,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
288,0.37501287,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
289,0.3763127414,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
290,0.3776126126,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
291,0.3789124839,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
292,0.3802123553,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
293,0.3815122265,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
294,0.3828120979,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
295,0.3841119692,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
296,0.3854118404,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
297,0.3867117117,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
298,0.388011583,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
299,0.3893114544,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
300,0.3906113256,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
301,0.3919111969,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
302,0.3932110682,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
303,0.3945109395,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
304,0.3958108109,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
305,0.3971106822,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
306,0.3984105534,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
307,0.3997104248,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
308,0.4010102961,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
309,0.4023101674,0,0.00065,1.68983269e-06,28.13325173,1e-15,3.199061412e-33
